pdp_id,worker_id,performance_review_id,plan_year,plan_status,career_aspiration,development_focus_area,development_method,promotion_readiness_target,mentor_assigned_worker_id,creation_date,target_completion_date,completion_percentage,linked_overall_rating,linked_potential_rating,linked_gen_ai_readiness,gen_ai_impact_level,gen_ai_role_category
PDP00003672,W00001392,PR00005011,2023,Completed,Data and Analytics Lead,Strategic Thinking,Stretch Assignment,Ready in 1 Year,W00003879,2023-01-24,2023-06-30,94,4,Exceptional,High,Critical,AI Builder
PDP00003673,W00001392,PR00005012,2024,Completed,Partner,People Management,Formal Training,Ready in 1 Year,W00001871,2024-01-31,2024-06-30,98,4,Moderate,High,Critical,AI Builder
PDP00003674,W00001393,PR00005013,2023,Not Started,Director,People Management,Certification,Ready in 1 Year,,2023-01-17,2023-06-30,1,4,High,High,High,AI Builder
PDP00003675,W00001393,PR00005015,2025,Completed,Director,Digital Transformation,Mentoring,Ready in 1 Year,W00000371,2025-04-24,2025-06-30,97,4,Low,Expert,High,AI Builder
PDP00003676,W00001393,PR00005016,2026,Completed,Data and Analytics Lead,Executive Presence,Certification,Ready in 2 Years,W00003627,2026-03-27,2026-09-30,99,4,High,High,High,AI Builder
PDP00003677,W00001394,PR00005017,2022,In Progress,Senior Manager,Digital Transformation,Job Rotation,Ready in 3+ Years,W00000857,2022-02-17,2022-12-31,70,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00003678,W00001394,PR00005018,2023,Not Started,Practice Leader,Leadership,Stretch Assignment,Ready in 2 Years,W00004323,2023-01-30,2023-06-30,5,3,High,Medium,Medium,AI-Augmented Professional
PDP00003679,W00001394,PR00005020,2025,In Progress,Data and Analytics Lead,People Management,Stretch Assignment,Ready in 1 Year,W00003751,2025-04-22,2025-12-31,83,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00003680,W00001395,PR00005022,2026,In Progress,Data and Analytics Lead,Operational Excellence,Mentoring,Ready in 2 Years,,2026-04-09,2026-09-30,39,2,Low,Medium,Low,AI User
PDP00003681,W00001396,PR00005023,2022,In Progress,Partner,Client Relationship Management,Coaching,Ready in 1 Year,W00003191,2022-03-17,2022-09-30,80,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00003682,W00001396,PR00005024,2023,Completed,Director,Communication Skills,Job Rotation,Ready in 3+ Years,,2023-04-23,2023-09-30,90,2,Moderate,Expert,Medium,AI-Augmented Professional
PDP00003683,W00001396,PR00005025,2024,In Progress,Data and Analytics Lead,Cloud Technologies,Formal Training,Ready in 1 Year,W00000474,2024-03-31,2024-12-31,76,5,High,High,Medium,AI-Augmented Professional
PDP00003684,W00001396,PR00005026,2025,Completed,Partner,Strategic Thinking,Certification,Ready Now,W00003821,2025-01-20,2025-12-31,91,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00003685,W00001396,PR00005027,2026,Completed,Director,Leadership,Certification,Ready in 2 Years,W00002355,2026-03-31,2026-06-30,94,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00003686,W00001397,PR00005028,2025,Completed,Senior Manager,Digital Transformation,International Assignment,Ready in 2 Years,,2025-03-24,2025-09-30,92,3,Moderate,High,Low,AI User
PDP00003687,W00001398,PR00005032,2024,In Progress,Practice Leader,AI & GenAI,Stretch Assignment,Ready in 3+ Years,W00004298,2024-02-09,2024-06-30,70,3,High,Expert,Medium,AI-Augmented Professional
PDP00003688,W00001398,PR00005033,2025,Completed,Senior Manager,Executive Presence,Certification,Ready Now,W00002059,2025-04-17,2025-09-30,95,4,High,Low,Medium,AI-Augmented Professional
PDP00003689,W00001398,PR00005034,2026,In Progress,Senior Manager,Strategic Thinking,Coaching,Ready in 1 Year,W00004735,2026-03-08,2026-09-30,68,5,Moderate,High,Medium,AI-Augmented Professional
PDP00003690,W00001399,PR00005035,2024,Completed,Director,Operational Excellence,Formal Training,Ready in 3+ Years,,2024-04-18,2024-06-30,91,2,Moderate,High,High,AI Risk / Compliance
PDP00003691,W00001399,PR00005036,2025,In Progress,AI Transformation Lead,Strategic Thinking,Mentoring,Ready in 3+ Years,W00001960,2025-02-13,2025-06-30,49,3,High,High,High,AI Risk / Compliance
PDP00003692,W00001399,PR00005037,2026,Completed,AI Transformation Lead,Data Analytics,Stretch Assignment,Ready in 3+ Years,W00002947,2026-03-01,2026-06-30,100,5,Moderate,High,High,AI Risk / Compliance
PDP00003693,W00001400,PR00005038,2024,Completed,Practice Leader,Data Analytics,Client Engagement,Ready in 3+ Years,W00000864,2024-03-16,2024-06-30,95,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00003694,W00001400,PR00005040,2026,Completed,Data and Analytics Lead,Cloud Technologies,Mentoring,Ready in 3+ Years,W00000761,2026-03-18,2026-06-30,96,3,Moderate,High,Medium,AI-Augmented Professional
PDP00003695,W00001401,PR00005041,2024,Canceled,Partner,Leadership,Stretch Assignment,Ready in 2 Years,W00003995,2024-04-10,2024-06-30,0,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00003696,W00001401,PR00005042,2025,Not Started,Senior Manager,Cybersecurity,Mentoring,Ready in 2 Years,W00000565,2025-02-14,2025-06-30,6,4,High,Medium,Medium,AI-Augmented Professional
PDP00003697,W00001401,PR00005043,2026,Deferred,Practice Leader,Client Relationship Management,Shadow Program,Ready in 1 Year,W00003592,2026-02-20,2026-06-30,20,4,High,Medium,Medium,AI-Augmented Professional
PDP00003698,W00001402,PR00005044,2022,Completed,Director,Client Relationship Management,Stretch Assignment,Ready in 3+ Years,W00004474,2022-02-01,2022-12-31,93,3,Moderate,High,Medium,AI-Augmented Professional
PDP00003699,W00001402,PR00005045,2023,Deferred,AI Transformation Lead,AI & GenAI,Mentoring,Ready in 2 Years,W00001685,2023-01-15,2023-09-30,14,5,Exceptional,Low,Medium,AI-Augmented Professional
PDP00003700,W00001402,PR00005046,2024,In Progress,AI Transformation Lead,Strategic Thinking,Formal Training,Ready Now,W00004445,2024-04-14,2024-12-31,48,4,High,Medium,Medium,AI-Augmented Professional
PDP00003701,W00001402,PR00005047,2025,Completed,Global Mobility Assignment,Project Management,Certification,Ready in 2 Years,W00002751,2025-02-08,2025-12-31,97,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00003702,W00001402,PR00005048,2026,In Progress,Manager,Client Relationship Management,Client Engagement,Ready in 3+ Years,W00002812,2026-03-17,2026-06-30,61,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00003703,W00001403,PR00005049,2023,In Progress,Senior Manager,Leadership,Job Rotation,Ready in 1 Year,W00000999,2023-04-27,2023-06-30,59,4,High,Medium,Medium,AI Governance
PDP00003704,W00001403,PR00005050,2024,Completed,Manager,Cybersecurity,Shadow Program,Ready in 1 Year,,2024-03-13,2024-06-30,93,3,Moderate,High,Medium,AI Governance
PDP00003705,W00001403,PR00005051,2025,Canceled,Director,Client Relationship Management,Certification,Ready in 2 Years,,2025-01-19,2025-12-31,15,4,Moderate,Low,Medium,AI Governance
PDP00003706,W00001403,PR00005052,2026,Completed,Senior Manager,Project Management,Coaching,Ready in 3+ Years,,2026-03-16,2026-09-30,98,3,Low,Low,Medium,AI Governance
PDP00003707,W00001404,PR00005053,2024,Completed,Senior Consultant,Project Management,Formal Training,Ready in 3+ Years,W00004443,2024-03-22,2024-09-30,96,1,Moderate,High,High,AI Product / Transformation
PDP00003708,W00001404,PR00005055,2026,Completed,AI Transformation Lead,Cloud Technologies,Mentoring,Ready in 3+ Years,W00004453,2026-02-04,2026-09-30,99,4,Low,High,High,AI Product / Transformation
PDP00003709,W00001405,PR00005056,2023,Canceled,Practice Leader,Executive Presence,Formal Training,Ready Now,W00003427,2023-04-25,2023-06-30,13,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00003710,W00001405,PR00005058,2025,In Progress,Partner,AI & GenAI,Stretch Assignment,Ready in 2 Years,W00002224,2025-02-22,2025-12-31,89,3,High,Low,Medium,AI-Augmented Professional
PDP00003711,W00001408,PR00005065,2026,Completed,AI Transformation Lead,People Management,Certification,Ready Now,,2026-01-17,2026-09-30,90,4,Exceptional,High,High,AI Risk / Compliance
PDP00003712,W00001409,PR00005066,2022,In Progress,Manager,People Management,Coaching,Ready in 1 Year,W00001008,2022-01-22,2022-06-30,70,4,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00003713,W00001409,PR00005067,2023,Canceled,Director,People Management,Formal Training,Ready in 1 Year,,2023-04-17,2023-09-30,10,4,High,Low,Medium,AI-Augmented Professional
PDP00003714,W00001409,PR00005069,2025,Completed,Data and Analytics Lead,Cybersecurity,Stretch Assignment,Ready in 3+ Years,W00003796,2025-01-16,2025-12-31,92,3,Moderate,High,Medium,AI-Augmented Professional
PDP00003715,W00001409,PR00005070,2026,Completed,Director,People Management,Formal Training,Ready in 1 Year,W00000968,2026-04-08,2026-06-30,96,4,High,Low,Medium,AI-Augmented Professional
PDP00003716,W00001410,PR00005071,2022,Completed,Senior Manager,Client Relationship Management,Coaching,Ready in 2 Years,,2022-02-13,2022-12-31,91,4,Exceptional,Expert,Critical,AI Builder
PDP00003717,W00001410,PR00005072,2023,Not Started,Data and Analytics Lead,People Management,Certification,Ready in 1 Year,,2023-04-17,2023-06-30,4,5,High,High,Critical,AI Builder
PDP00003718,W00001410,PR00005073,2024,Completed,Manager,Strategic Thinking,Mentoring,Ready in 2 Years,W00003771,2024-01-28,2024-06-30,95,5,Exceptional,High,Critical,AI Builder
PDP00003719,W00001410,PR00005074,2025,Completed,Data and Analytics Lead,Client Relationship Management,Certification,Ready in 2 Years,,2025-03-18,2025-12-31,98,5,High,High,Critical,AI Builder
PDP00003720,W00001410,PR00005075,2026,Completed,Data and Analytics Lead,AI & GenAI,Stretch Assignment,Ready in 2 Years,W00002295,2026-02-24,2026-12-31,100,4,Low,High,Critical,AI Builder
PDP00003721,W00001411,PR00005076,2022,In Progress,Data and Analytics Lead,Client Relationship Management,Stretch Assignment,Ready in 3+ Years,W00000456,2022-02-19,2022-09-30,43,2,Exceptional,High,High,AI Builder
PDP00003722,W00001411,PR00005077,2023,Completed,Global Mobility Assignment,Digital Transformation,International Assignment,Ready in 3+ Years,W00000120,2023-04-23,2023-09-30,100,3,High,High,High,AI Builder
PDP00003723,W00001412,PR00005081,2022,In Progress,Manager,Cybersecurity,Coaching,Ready in 3+ Years,W00004301,2022-02-02,2022-06-30,46,4,Moderate,High,High,AI Builder
PDP00003724,W00001412,PR00005082,2023,In Progress,Practice Leader,Cybersecurity,Formal Training,Ready in 3+ Years,W00001064,2023-03-20,2023-06-30,74,3,High,High,High,AI Builder
PDP00003725,W00001412,PR00005085,2026,In Progress,Data and Analytics Lead,Client Relationship Management,Shadow Program,Ready in 1 Year,W00003586,2026-03-24,2026-09-30,62,4,Exceptional,High,High,AI Builder
PDP00003726,W00001413,PR00005086,2022,Completed,Manager,Cloud Technologies,Stretch Assignment,Ready in 1 Year,W00002014,2022-03-26,2022-09-30,98,3,Moderate,Expert,High,AI Builder
PDP00003727,W00001414,PR00005087,2022,In Progress,Senior Manager,Executive Presence,Coaching,Ready in 2 Years,W00003353,2022-04-05,2022-12-31,44,3,Exceptional,High,Medium,AI-Augmented Professional
PDP00003728,W00001414,PR00005089,2024,In Progress,Practice Leader,Leadership,Stretch Assignment,Ready in 1 Year,W00000235,2024-01-24,2024-06-30,48,3,Exceptional,High,Medium,AI-Augmented Professional
PDP00003729,W00001414,PR00005090,2025,In Progress,Senior Manager,Executive Presence,Stretch Assignment,Ready Now,,2025-04-11,2025-12-31,76,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00003730,W00001414,PR00005091,2026,Completed,Partner,Financial Acumen,Shadow Program,Ready in 3+ Years,,2026-04-05,2026-09-30,90,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00003731,W00001415,PR00005092,2024,Completed,Director,Operational Excellence,Stretch Assignment,Ready in 2 Years,,2024-03-23,2024-12-31,91,2,Low,High,High,AI Governance
PDP00003732,W00001415,PR00005093,2025,In Progress,Manager,Data Analytics,International Assignment,Ready Now,W00004246,2025-03-12,2025-09-30,50,5,Exceptional,Expert,High,AI Governance
PDP00003733,W00001415,PR00005094,2026,Not Started,Senior Manager,Client Relationship Management,Coaching,Ready in 3+ Years,,2026-02-16,2026-12-31,1,2,High,High,High,AI Governance
PDP00003734,W00001416,PR00005095,2025,Completed,Manager,Industry Expertise,Job Rotation,Ready in 2 Years,,2025-03-06,2025-12-31,100,3,High,Medium,Medium,AI-Augmented Professional
PDP00003735,W00001416,PR00005096,2026,Completed,Senior Manager,Leadership,Client Engagement,Ready Now,W00000119,2026-02-09,2026-09-30,96,3,Low,Medium,Medium,AI-Augmented Professional
PDP00003736,W00001417,PR00005097,2023,Completed,Technical Specialist,Coaching Others,Stretch Assignment,Ready in 2 Years,W00001187,2023-04-26,2023-12-31,94,5,Low,Medium,Medium,AI-Augmented Professional
PDP00003737,W00001418,PR00005101,2022,Completed,Senior Manager,Executive Presence,Coaching,Ready in 1 Year,W00003967,2022-01-21,2022-12-31,99,4,Moderate,Low,Low,AI User
PDP00003738,W00001418,PR00005102,2023,Deferred,Practice Leader,Operational Excellence,Stretch Assignment,Ready in 3+ Years,W00000565,2023-01-16,2023-12-31,35,2,Moderate,Medium,Low,AI User
PDP00003739,W00001418,PR00005103,2024,In Progress,Senior Consultant,Cybersecurity,Formal Training,Ready in 3+ Years,W00003817,2024-03-03,2024-09-30,39,3,Moderate,Expert,Low,AI User
PDP00003740,W00001418,PR00005104,2025,Completed,Data and Analytics Lead,Cloud Technologies,Formal Training,Ready in 2 Years,W00001288,2025-03-17,2025-09-30,97,3,Low,High,Low,AI User
PDP00003741,W00001418,PR00005105,2026,Completed,AI Transformation Lead,Data Analytics,Coaching,Ready in 1 Year,W00004678,2026-04-05,2026-09-30,100,4,Moderate,Low,Low,AI User
PDP00003742,W00001419,PR00005107,2026,Completed,Director,Cloud Technologies,Formal Training,Ready in 2 Years,W00004787,2026-04-08,2026-09-30,97,3,High,High,Medium,AI-Augmented Professional
PDP00003743,W00001420,PR00005108,2022,Completed,Senior Manager,Executive Presence,Formal Training,Ready in 3+ Years,W00001284,2022-01-30,2022-12-31,96,4,Moderate,High,Low,AI User
PDP00003744,W00001420,PR00005109,2023,Completed,Senior Manager,People Management,Stretch Assignment,Ready in 2 Years,W00004863,2023-01-30,2023-12-31,92,4,Low,Medium,Low,AI User
PDP00003745,W00001420,PR00005110,2024,Completed,Global Mobility Assignment,Project Management,Coaching,Ready Now,W00002078,2024-03-21,2024-12-31,91,4,Moderate,Medium,Low,AI User
PDP00003746,W00001420,PR00005111,2025,Completed,Director,Data Analytics,Coaching,Ready in 3+ Years,W00002431,2025-03-18,2025-06-30,94,3,High,Expert,Low,AI User
PDP00003747,W00001421,PR00005112,2022,In Progress,Senior Manager,Leadership,Certification,Ready in 2 Years,W00000923,2022-03-01,2022-12-31,42,4,High,Expert,High,AI Builder
PDP00003748,W00001421,PR00005113,2023,Deferred,Data and Analytics Lead,Client Relationship Management,Formal Training,Ready in 3+ Years,W00002733,2023-01-23,2023-09-30,36,4,Moderate,High,High,AI Builder
PDP00003749,W00001421,PR00005114,2024,In Progress,Manager,People Management,Stretch Assignment,Ready Now,W00000987,2024-02-01,2024-09-30,63,3,Moderate,High,High,AI Builder
PDP00003750,W00001421,PR00005116,2026,Completed,Data and Analytics Lead,Cloud Technologies,Coaching,Ready in 3+ Years,W00001521,2026-04-19,2026-09-30,99,3,Moderate,High,High,AI Builder
PDP00003751,W00001422,PR00005118,2023,Completed,Practice Leader,Executive Presence,Shadow Program,Ready Now,,2023-04-03,2023-12-31,93,4,High,Medium,Low,AI User
PDP00003752,W00001422,PR00005119,2024,Completed,Senior Manager,People Management,Mentoring,Ready in 2 Years,W00002885,2024-02-11,2024-12-31,99,4,Moderate,Low,Low,AI User
PDP00003753,W00001422,PR00005121,2026,In Progress,Partner,Strategic Thinking,Coaching,Ready Now,W00000827,2026-04-10,2026-12-31,56,4,Exceptional,Low,Low,AI User
PDP00003754,W00001423,PR00005122,2025,Canceled,Data and Analytics Lead,Cloud Technologies,Mentoring,Ready in 3+ Years,W00003272,2025-01-15,2025-09-30,12,4,Moderate,Low,Medium,AI Governance
PDP00003755,W00001423,PR00005123,2026,In Progress,Senior Manager,Data Analytics,Stretch Assignment,Ready in 3+ Years,W00000635,2026-01-28,2026-09-30,83,5,Moderate,Low,Medium,AI Governance
PDP00003756,W00001424,PR00005124,2023,In Progress,Director,People Management,Coaching,Ready in 1 Year,W00001234,2023-04-30,2023-09-30,33,3,High,Medium,Medium,AI-Augmented Professional
PDP00003757,W00001424,PR00005125,2024,Deferred,Practice Leader,Executive Presence,Coaching,Ready in 2 Years,,2024-02-19,2024-12-31,24,4,High,High,Medium,AI-Augmented Professional
PDP00003758,W00001424,PR00005126,2025,Canceled,Senior Manager,Industry Expertise,Certification,Ready in 2 Years,W00003601,2025-03-06,2025-09-30,26,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00003759,W00001426,PR00005129,2022,Completed,Technical Specialist,Executive Presence,Formal Training,Ready in 2 Years,W00001004,2022-03-02,2022-12-31,91,3,Moderate,Low,Medium,AI Governance
PDP00003760,W00001426,PR00005132,2025,Not Started,Manager,Leadership,Stretch Assignment,Ready in 3+ Years,,2025-03-05,2025-06-30,5,3,High,Low,Medium,AI Governance
PDP00003761,W00001426,PR00005133,2026,Completed,Practice Leader,Leadership,Stretch Assignment,Ready in 1 Year,W00001068,2026-02-01,2026-09-30,94,4,High,Medium,Medium,AI Governance
PDP00003762,W00001427,PR00005134,2022,Deferred,Data and Analytics Lead,Communication Skills,Formal Training,Ready in 2 Years,W00003385,2022-04-25,2022-09-30,36,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00003763,W00001427,PR00005135,2023,Completed,Technical Specialist,Communication Skills,Job Rotation,Ready in 2 Years,W00003362,2023-04-04,2023-06-30,90,2,Low,Expert,Medium,AI-Augmented Professional
PDP00003764,W00001427,PR00005136,2024,In Progress,Data and Analytics Lead,Project Management,Mentoring,Ready in 3+ Years,W00002616,2024-01-31,2024-12-31,73,2,Low,Expert,Medium,AI-Augmented Professional
PDP00003765,W00001427,PR00005137,2025,In Progress,Practice Leader,Technical Capability,Stretch Assignment,Ready in 3+ Years,W00002065,2025-03-17,2025-06-30,69,2,Low,Medium,Medium,AI-Augmented Professional
PDP00003766,W00001427,PR00005138,2026,In Progress,Manager,Executive Presence,Formal Training,Ready in 3+ Years,W00003061,2026-03-12,2026-12-31,81,5,Moderate,Expert,Medium,AI-Augmented Professional
PDP00003767,W00001428,PR00005140,2023,Completed,Practice Leader,Operational Excellence,Stretch Assignment,Ready in 3+ Years,W00001191,2023-02-16,2023-12-31,94,2,High,Medium,Medium,AI-Augmented Professional
