job_requisition_id,requisition_title,job_profile_id,job_family,career_level,business_unit,company_id,location_id,country,region,cost_center_id,supervisory_org_id,hiring_manager_worker_id,recruiter_worker_id,requisition_status,approval_status,requisition_reason,employment_type,worker_type,target_openings,filled_openings,opened_date,closed_date,target_start_date,time_to_fill_days,primary_recruiting_source,priority,gen_ai_critical_requisition,confidential_requisition
JR00000821,Intern - Audit Assurance,JP000214,Audit Assurance,Intern,Audit,C014,LOC000302,Germany,EMEA,CC000535,SO001374,W00000594,W00000722,Filled,Approved,Replacement,Intern,Intern,15,15,2021-08-04,2021-09-04,2021-09-18,31,Employee Referral,Medium,False,False
JR00000822,Analyst - Legal,JP000398,Legal,Analyst,Internal Services,C008,LOC000148,Australia,APAC,CC002258,SO002020,W00003094,W00001341,Filled,Approved,Growth,Regular,Employee,1,1,2024-10-15,2024-12-10,2025-02-12,56,Internal Mobility,High,False,False
JR00000823,Manager - Marketing,JP000477,Marketing,Manager,Internal Services,C035,LOC000195,India,APAC,CC002350,SO002478,W00000456,W00002301,Filled,Approved,Backfill,Fixed Term,Employee,1,1,2021-09-14,2021-12-19,2022-02-17,96,Talent Community,Low,False,False
JR00000824,Senior Consultant - Human Capital,JP000479,Human Capital,Senior Consultant,Consulting,C032,LOC000332,South Africa,EMEA,CC002378,SO001116,W00003475,W00004807,Filled,Approved,Replacement,Regular,Employee,1,1,2025-04-12,2025-07-30,2025-09-08,109,Direct Apply,Medium,False,False
JR00000825,Consultant - Technology Consulting,JP000582,Technology Consulting,Consultant,Consulting,C025,LOC000234,India,APAC,CC000470,SO001494,W00002264,W00002731,Filled,Approved,Replacement,Regular,Employee,3,3,2021-11-05,2022-02-13,2022-01-21,100,Employee Referral,High,True,False
JR00000826,Senior Consultant - Strategy Consulting,JP000223,Strategy Consulting,Senior Consultant,Consulting,C007,LOC000245,Canada,Americas,CC000640,SO000706,W00003986,W00000963,Filled,Approved,Replacement,Regular,Employee,1,1,2024-06-21,2024-08-13,2024-11-13,53,Direct Apply,Critical,True,False
JR00000827,Analyst - Marketing,JP000305,Marketing,Analyst,Internal Services,C007,LOC000160,Canada,Americas,CC000472,SO000544,W00000182,W00003636,Open,Pending Approval,Replacement,Regular,Employee,1,0,2024-06-12,,2024-07-16,,Internal Mobility,Medium,False,True
JR00000828,Director - Mergers and Acquisitions,JP000587,Mergers and Acquisitions,Director,Deals,C036,LOC000671,United States,Americas,CC000020,SO002355,W00003695,W00000190,Filled,Approved,Growth,Intern,Intern,14,14,2021-02-13,2021-04-14,2021-07-03,60,Agency,Medium,False,False
JR00000829,Senior Consultant - Data and Analytics,JP000426,Data and Analytics,Senior Consultant,Consulting,C039,LOC000008,United States,Americas,CC000498,SO001244,W00001422,W00000667,Filled,Approved,Backfill,Regular,Employee,1,1,2021-07-17,2021-10-21,2021-10-10,96,Internal Mobility,High,True,False
JR00000830,Senior Manager - Cyber Risk,JP000206,Cyber Risk,Senior Manager,Risk Advisory,C014,LOC000188,Germany,EMEA,CC000571,SO000771,W00002160,W00003216,Open,Approved,Growth,Regular,Employee,1,0,2022-08-08,,2023-01-25,,Direct Apply,Medium,True,False
JR00000831,Director - Marketing,JP000531,Marketing,Director,Internal Services,C020,LOC000564,United Kingdom,EMEA,CC000134,SO001651,W00000547,W00003276,Open,Approved,Replacement,Contractor,Contractor,2,0,2022-11-29,,2023-02-01,,Campus,Critical,False,True
JR00000832,Analyst - Cyber Risk,JP000448,Cyber Risk,Analyst,Risk Advisory,C031,LOC000187,Netherlands,EMEA,CC000010,SO001335,W00004254,W00002578,Filled,Approved,Replacement,Regular,Employee,1,1,2025-11-12,2025-12-31,2025-12-31,49,Campus,Medium,True,False
JR00000833,Consultant - Information Technology,JP000414,Information Technology,Consultant,Internal Services,C008,LOC000148,Australia,APAC,CC000636,SO000952,W00004900,W00000462,Closed Without Hire,Approved,Backfill,Regular,Employee,1,0,2022-04-03,2022-07-03,2022-07-02,91,Internal Mobility,Low,True,True
JR00000834,Analyst - Corporate Tax,JP000142,Corporate Tax,Analyst,Tax,C034,LOC000052,Australia,APAC,CC002337,SO000514,W00002017,W00003618,Filled,Pending Approval,Replacement,Contractor,Contractor,3,3,2021-06-16,2021-09-28,2021-11-27,104,Direct Apply,High,False,False
JR00000835,Director - Technology Consulting,JP000192,Technology Consulting,Director,Consulting,C002,LOC000415,Brazil,Americas,CC000701,SO002122,W00001103,W00001688,Open,Approved,Replacement,Regular,Employee,1,0,2024-02-28,,2024-08-03,,LinkedIn,Critical,True,False
JR00000836,Consultant - Finance,JP000242,Finance,Consultant,Internal Services,C008,LOC000638,Australia,APAC,CC000553,SO001283,W00003977,W00000749,Filled,Approved,Growth,Regular,Employee,1,1,2023-09-09,2023-10-10,2023-10-25,31,Direct Apply,Critical,False,False
JR00000837,Senior Consultant - Human Resources,JP000344,Human Resources,Senior Consultant,Internal Services,C035,LOC000513,India,APAC,CC000715,SO001292,W00002341,W00000702,On Hold,Approved,Backfill,Regular,Employee,1,0,2025-03-15,,2025-09-08,,Employee Referral,High,False,False
JR00000838,Director - Technology Consulting,JP000599,Technology Consulting,Director,Consulting,C038,LOC000296,Japan,APAC,CC001782,SO002375,W00003639,W00000827,On Hold,Approved,Replacement,Regular,Employee,2,0,2023-10-30,,2024-01-07,,Agency,High,True,False
JR00000839,Analyst - Information Technology,JP000390,Information Technology,Analyst,Internal Services,C021,LOC000362,India,APAC,CC000031,SO000525,W00002656,W00001207,Filled,Pending Approval,Internal Mobility,Regular,Employee,1,1,2022-09-26,2022-12-03,2022-10-30,68,Campus,Medium,True,False
JR00000840,Analyst - Information Technology,JP000510,Information Technology,Analyst,Internal Services,C019,LOC000574,United States,Americas,CC000772,SO000386,W00002040,W00004773,Open,Approved,Internal Mobility,Regular,Employee,1,0,2022-01-16,,2022-06-27,,Employee Referral,Critical,True,False
JR00000841,Manager - Operations,JP000042,Operations,Manager,Consulting,C025,LOC000214,India,APAC,CC000297,SO001656,W00004645,W00004349,Filled,Approved,Campus Hiring,Regular,Employee,24,24,2025-12-06,2025-12-31,2025-12-31,25,LinkedIn,High,False,False
JR00000842,Consultant - Data and Analytics,JP000249,Data and Analytics,Consultant,Consulting,C029,LOC000257,Australia,APAC,CC002416,SO000108,W00003578,W00000076,Filled,Approved,Growth,Regular,Employee,1,1,2022-09-14,2023-01-11,2022-12-26,119,Agency,Critical,True,True
JR00000843,Analyst - Technology Consulting,JP000457,Technology Consulting,Analyst,Consulting,C004,LOC000027,India,APAC,CC001964,SO002421,W00004586,W00004114,Canceled,Rejected,Growth,Regular,Employee,2,0,2025-06-29,2025-08-29,2025-10-02,61,Direct Apply,High,True,False
JR00000844,Senior Consultant - Marketing,JP000047,Marketing,Senior Consultant,Internal Services,C038,LOC000698,Japan,APAC,CC001040,SO002378,W00001443,W00004858,Filled,Approved,Replacement,Regular,Employee,1,1,2022-12-31,2023-04-23,2023-02-20,113,Agency,Medium,False,False
JR00000845,Consultant - Audit Assurance,JP000495,Audit Assurance,Consultant,Audit,C014,LOC000709,Germany,EMEA,CC001729,SO002202,W00002419,W00004761,Open,Approved,Replacement,Contractor,Contractor,1,0,2021-11-09,,2022-05-05,,Agency,Low,False,False
JR00000846,Senior Consultant - Legal,JP000453,Legal,Senior Consultant,Internal Services,C030,LOC000308,India,APAC,CC000195,SO000755,W00002118,W00002779,Open,Approved,Replacement,Regular,Employee,1,0,2023-03-19,,2023-06-21,,Employee Referral,Medium,False,False
JR00000847,Consultant - Data and Analytics,JP000104,Data and Analytics,Consultant,Consulting,C020,LOC000333,United Kingdom,EMEA,CC002142,SO001304,W00004649,W00002972,Filled,Approved,Growth,Regular,Employee,1,1,2023-06-11,2023-07-27,2023-09-06,46,Agency,Critical,True,False
JR00000848,Analyst - Strategy Consulting,JP000476,Strategy Consulting,Analyst,Consulting,C003,LOC000065,Germany,EMEA,CC000437,SO001209,W00002950,W00001614,Filled,Approved,Replacement,Regular,Employee,1,1,2021-03-25,2021-05-15,2021-04-24,51,Executive Search,Medium,True,False
JR00000849,Consultant - Legal,JP000348,Legal,Consultant,Internal Services,C013,LOC000380,United Arab Emirates,EMEA,CC000869,SO001550,W00001386,W00001137,Filled,Approved,Growth,Regular,Employee,2,2,2025-05-23,2025-06-25,2025-11-03,33,LinkedIn,Medium,False,False
JR00000850,Manager - Strategy Consulting,JP000386,Strategy Consulting,Manager,Consulting,C005,LOC000573,Netherlands,EMEA,CC000821,SO000399,W00002853,W00004908,Closed Without Hire,Approved,Backfill,Regular,Employee,1,0,2022-05-22,2022-07-13,2022-09-26,52,LinkedIn,Critical,True,False
JR00000851,Consultant - Cyber Risk,JP000298,Cyber Risk,Consultant,Risk Advisory,C038,LOC000209,Japan,APAC,CC000419,SO000877,W00002739,W00001268,Open,Approved,Growth,Intern,Intern,13,1,2025-11-01,,2025-12-31,,Internal Mobility,Critical,True,False
JR00000852,Consultant - Data and Analytics,JP000537,Data and Analytics,Consultant,Consulting,C010,LOC000467,Spain,EMEA,CC001716,SO001010,W00002368,W00003476,Filled,Approved,Backfill,Intern,Intern,3,3,2024-11-23,2025-01-22,2025-02-16,60,LinkedIn,Critical,True,True
JR00000853,Consultant - Cyber Risk,JP000335,Cyber Risk,Consultant,Risk Advisory,C038,LOC000018,Japan,APAC,CC000478,SO002183,W00003559,W00004443,Filled,Approved,Growth,Regular,Employee,1,1,2024-10-10,2024-11-08,2025-02-09,29,Employee Referral,Medium,True,False
JR00000854,Senior Consultant - Technology Consulting,JP000428,Technology Consulting,Senior Consultant,Consulting,C025,LOC000396,India,APAC,CC001287,SO002058,W00000644,W00004255,Canceled,Approved,Replacement,Regular,Employee,1,0,2021-02-22,2021-05-21,2021-04-04,88,Campus,Critical,True,True
JR00000855,Consultant - Strategy Consulting,JP000158,Strategy Consulting,Consultant,Consulting,C029,LOC000424,Australia,APAC,CC000949,SO002233,W00004869,W00002175,Open,Approved,Growth,Regular,Employee,1,0,2023-04-02,,2023-06-30,,Employee Referral,High,True,False
JR00000856,Analyst - Information Technology,JP000171,Information Technology,Analyst,Internal Services,C004,LOC000567,India,APAC,CC001738,SO000563,W00003270,W00001436,Filled,Approved,Replacement,Contractor,Contractor,1,1,2023-04-05,2023-06-13,2023-08-10,69,Executive Search,Low,True,False
JR00000857,Senior Consultant - Legal,JP000580,Legal,Senior Consultant,Internal Services,C017,LOC000279,Australia,APAC,CC001096,SO000821,W00001945,W00004075,Filled,Approved,Replacement,Regular,Employee,1,1,2025-02-02,2025-03-29,2025-08-01,55,Direct Apply,Medium,False,False
JR00000858,Consultant - Strategy Consulting,JP000029,Strategy Consulting,Consultant,Consulting,C038,LOC000351,Japan,APAC,CC001298,SO000308,W00004403,W00000386,On Hold,Approved,Growth,Regular,Employee,2,0,2023-12-22,,2024-06-10,,Direct Apply,Critical,True,False
JR00000859,Executive - Cyber Risk,JP000172,Cyber Risk,Executive,Risk Advisory,C026,LOC000334,India,APAC,CC000525,SO001056,W00004110,W00004766,Filled,Approved,Backfill,Contractor,Contractor,1,1,2022-03-10,2022-06-04,2022-08-26,86,Direct Apply,Critical,True,False
JR00000860,Senior Consultant - Technology Consulting,JP000577,Technology Consulting,Senior Consultant,Consulting,C033,LOC000733,Germany,EMEA,CC002209,SO002181,W00001131,W00000910,Filled,Approved,Campus Hiring,Regular,Employee,5,5,2025-08-04,2025-10-02,2025-12-31,59,Employee Referral,Medium,True,False
JR00000861,Analyst - Technology Consulting,JP000389,Technology Consulting,Analyst,Consulting,C015,LOC000546,United Kingdom,EMEA,CC000261,SO001584,W00003313,W00004341,Closed Without Hire,Approved,Growth,Regular,Employee,1,0,2022-07-30,2022-08-31,2022-09-24,32,LinkedIn,High,True,False
JR00000862,Analyst - Audit Assurance,JP000369,Audit Assurance,Analyst,Audit,C003,LOC000111,Germany,EMEA,CC001668,SO000021,W00000991,W00004185,Draft,Draft,Growth,Regular,Employee,1,0,2021-11-25,,2022-05-06,,Direct Apply,Critical,False,False
JR00000863,Manager - Data and Analytics,JP000097,Data and Analytics,Manager,Consulting,C026,LOC000749,India,APAC,CC001697,SO001775,W00000178,W00003553,Filled,Approved,Backfill,Regular,Employee,2,2,2023-10-05,2023-11-02,2024-03-14,28,Direct Apply,High,True,True
JR00000864,Director - Technology Consulting,JP000460,Technology Consulting,Director,Consulting,C034,LOC000529,Australia,APAC,CC000918,SO002341,W00002581,W00000603,Filled,Pending Approval,Growth,Regular,Employee,1,1,2024-12-06,2025-03-12,2025-02-04,96,Talent Community,Critical,True,False
JR00000865,Consultant - Information Technology,JP000036,Information Technology,Consultant,Internal Services,C033,LOC000221,Germany,EMEA,CC002370,SO000540,W00003522,W00003475,Canceled,Approved,Replacement,Intern,Intern,4,0,2025-07-04,2025-07-22,2025-11-17,18,LinkedIn,High,True,False
JR00000866,Analyst - Information Technology,JP000442,Information Technology,Analyst,Internal Services,C017,LOC000585,Australia,APAC,CC001309,SO001110,W00000704,W00002293,Canceled,Approved,Backfill,Regular,Employee,1,0,2023-08-24,2023-11-11,2024-01-26,79,LinkedIn,Critical,True,False
JR00000867,Senior Consultant - Corporate Tax,JP000252,Corporate Tax,Senior Consultant,Tax,C010,LOC000297,Spain,EMEA,CC002110,SO000455,W00001547,W00000821,Closed Without Hire,Approved,Replacement,Regular,Employee,2,0,2024-10-03,2025-03-10,2024-11-26,158,Internal Mobility,Medium,False,False
JR00000868,Manager - Corporate Tax,JP000226,Corporate Tax,Manager,Tax,C025,LOC000234,India,APAC,CC002321,SO000303,W00003381,W00002030,Open,Rejected,Campus Hiring,Regular,Employee,8,3,2022-07-10,,2023-01-02,,LinkedIn,Medium,False,False
JR00000869,Consultant - Technology Consulting,JP000504,Technology Consulting,Consultant,Consulting,C036,LOC000671,United States,Americas,CC000487,SO002371,W00002827,W00003634,Filled,Pending Approval,Backfill,Fixed Term,Employee,1,1,2021-06-29,2021-10-13,2021-09-26,106,Campus,Critical,True,False
JR00000870,Analyst - Strategy Consulting,JP000483,Strategy Consulting,Analyst,Consulting,C012,LOC000631,United States,Americas,CC000816,SO001087,W00004830,W00002731,Draft,Draft,Replacement,Regular,Employee,1,0,2024-08-30,,2025-02-21,,Agency,High,True,False
JR00000871,Consultant - Strategy Consulting,JP000029,Strategy Consulting,Consultant,Consulting,C025,LOC000396,India,APAC,CC000271,SO001354,W00002336,W00001544,Filled,Approved,Campus Hiring,Regular,Employee,17,17,2023-01-13,2023-04-12,2023-03-08,89,Agency,Critical,True,False
JR00000872,Analyst - Technology Consulting,JP000389,Technology Consulting,Analyst,Consulting,C024,LOC000304,India,APAC,CC002009,SO000460,W00000828,W00003388,Canceled,Approved,Growth,Regular,Employee,1,0,2023-10-05,2023-12-17,2023-11-22,73,Direct Apply,Critical,True,False
JR00000873,Consultant - Information Technology,JP000036,Information Technology,Consultant,Internal Services,C033,LOC000182,Germany,EMEA,CC001183,SO000112,W00000771,W00002094,On Hold,Approved,Growth,Regular,Employee,1,0,2025-02-16,,2025-04-28,,LinkedIn,Critical,True,False
JR00000874,Senior Consultant - Strategy Consulting,JP000223,Strategy Consulting,Senior Consultant,Consulting,C039,LOC000008,United States,Americas,CC000288,SO002153,W00000975,W00001816,Filled,Approved,Replacement,Regular,Employee,1,1,2022-11-30,2023-03-24,2023-01-06,114,Employee Referral,Critical,True,False
JR00000875,Senior Manager - Cyber Risk,JP000478,Cyber Risk,Senior Manager,Risk Advisory,C015,LOC000546,United Kingdom,EMEA,CC001811,SO001584,W00003024,W00004792,Filled,Pending Approval,Replacement,Regular,Employee,1,1,2021-11-18,2022-02-24,2022-03-21,98,LinkedIn,Critical,True,False
JR00000876,Executive - Cyber Risk,JP000172,Cyber Risk,Executive,Risk Advisory,C032,LOC000096,South Africa,EMEA,CC001539,SO000297,W00003252,W00004141,Filled,Approved,Replacement,Regular,Employee,1,1,2021-05-31,2021-09-23,2021-11-05,115,Employee Referral,Medium,True,False
JR00000877,Senior Consultant - Legal,JP000453,Legal,Senior Consultant,Internal Services,C037,LOC000374,United States,Americas,CC000014,SO000106,W00001667,W00001654,Filled,Approved,Growth,Contractor,Contractor,1,1,2023-07-02,2023-10-27,2023-10-26,117,Campus,High,False,False
JR00000878,Senior Consultant - Technology Consulting,JP000077,Technology Consulting,Senior Consultant,Consulting,C040,LOC000717,Netherlands,EMEA,CC000792,SO001163,W00001905,W00001224,Filled,Approved,Replacement,Regular,Employee,1,1,2024-03-25,2024-05-02,2024-06-25,38,Internal Mobility,Critical,True,False
JR00000879,Consultant - Mergers and Acquisitions,JP000202,Mergers and Acquisitions,Consultant,Deals,C015,LOC000180,United Kingdom,EMEA,CC001148,SO001560,W00002968,W00004943,Filled,Pending Approval,Replacement,Regular,Employee,3,3,2025-01-12,2025-04-04,2025-04-03,82,Employee Referral,High,False,False
JR00000880,Analyst - Data and Analytics,JP000155,Data and Analytics,Analyst,Consulting,C016,LOC000343,India,APAC,CC000127,SO002317,W00002022,W00004386,Filled,Approved,Replacement,Regular,Employee,3,3,2021-07-17,2021-09-10,2021-11-07,55,Employee Referral,Critical,True,False
JR00000881,Senior Consultant - Human Resources,JP000344,Human Resources,Senior Consultant,Internal Services,C004,LOC000567,India,APAC,CC001964,SO000222,W00000060,W00000028,Closed Without Hire,Approved,Growth,Regular,Employee,1,0,2023-03-11,2023-08-01,2023-05-13,143,LinkedIn,Medium,False,False
JR00000882,Senior Manager - Technology Consulting,JP000316,Technology Consulting,Senior Manager,Consulting,C012,LOC000614,United States,Americas,CC000522,SO001683,W00001189,W00001439,Filled,Approved,Growth,Regular,Employee,1,1,2024-09-13,2024-10-03,2024-10-19,20,Direct Apply,Medium,True,False
JR00000883,Consultant - Data and Analytics,JP000088,Data and Analytics,Consultant,Consulting,C040,LOC000044,Netherlands,EMEA,CC000560,SO001285,W00000382,W00001448,Canceled,Approved,Strategic Skill Build,Regular,Employee,8,0,2024-09-20,2024-10-13,2025-03-08,23,Direct Apply,High,True,False
JR00000884,Analyst - Corporate Tax,JP000234,Corporate Tax,Analyst,Tax,C009,LOC000292,Mexico,Americas,CC002094,SO001169,W00001051,W00004530,Filled,Approved,Strategic Skill Build,Regular,Employee,5,5,2021-06-24,2021-10-17,2021-12-16,115,Agency,High,False,False
JR00000885,Analyst - Legal,JP000186,Legal,Analyst,Internal Services,C037,LOC000025,United States,Americas,CC000041,SO002420,W00003004,W00004957,Open,Approved,Replacement,Regular,Employee,2,1,2021-03-15,,2021-05-23,,LinkedIn,Critical,False,False
JR00000886,Senior Consultant - Audit Assurance,JP000072,Audit Assurance,Senior Consultant,Audit,C022,LOC000438,Mexico,Americas,CC000376,SO001369,W00004293,W00001276,Filled,Approved,Backfill,Regular,Employee,1,1,2021-01-11,2021-03-28,2021-04-02,76,Direct Apply,Medium,False,False
JR00000887,Consultant - Marketing,JP000219,Marketing,Consultant,Internal Services,C027,LOC000175,United States,Americas,CC001600,SO001182,W00003847,W00000858,Filled,Approved,Replacement,Regular,Employee,2,2,2022-06-10,2022-09-03,2022-11-02,85,Employee Referral,Medium,False,False
JR00000888,Senior Manager - Human Resources,JP000404,Human Resources,Senior Manager,Internal Services,C030,LOC000512,India,APAC,CC000641,SO000475,W00004375,W00000835,Open,Approved,Replacement,Regular,Employee,1,0,2022-12-30,,2023-06-16,,Direct Apply,Medium,False,False
JR00000889,Consultant - Legal,JP000058,Legal,Consultant,Internal Services,C005,LOC000090,Netherlands,EMEA,CC002135,SO002006,W00002559,W00004707,Filled,Approved,Replacement,Regular,Employee,1,1,2021-07-09,2021-09-07,2021-09-29,60,LinkedIn,Critical,False,False
