offer_id,application_id,candidate_id,job_requisition_id,offer_date,offer_status,response_date,expected_start_date,decline_reason,offered_currency,offered_base_pay_amount,offered_base_pay_frequency,sign_on_bonus_amount,bonus_target_percentage,compensation_grade_id,market_position_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_skill_match,gen_ai_premium_applied,gen_ai_premium_amount,avg_interview_score,avg_gen_ai_assessment_score,final_recommendation,completed_interview_count
OFF000000425,APP000002827,CAN00024329,JR00000112,2021-08-01,Accepted,2021-08-11,2021-10-21,,AUD,72400,Annual,0,0.03,CG000020,1.149,47000,63000,79000,Medium,False,0,99.33,69.0,Strong Hire,3
OFF000000426,APP000002830,CAN00015092,JR00001736,2023-08-02,Accepted,2023-08-06,2023-09-07,,ZAR,11900,Annual,5000,0.0,CG001117,1.084,8000,11000,14000,,False,0,65.0,55.0,Neutral,0
OFF000000427,APP000002832,CAN00012198,JR00000692,2023-06-10,Accepted,2023-06-25,2023-07-21,,INR,56600,Annual,15000,0.12,CG000653,1.068,34000,53000,71000,Medium,False,0,66.33,72.33,Neutral,3
OFF000000428,APP000002841,CAN00000571,JR00001013,2025-01-05,Pending,,,,GBP,63700,Annual,0,0.03,CG001577,1.028,46000,62000,77000,Low,False,0,46.0,52.0,Do Not Hire,1
OFF000000429,APP000002847,CAN00020832,JR00001551,2022-06-07,Accepted,2022-06-21,2022-08-28,,GBP,35200,Annual,3000,0.0,CG001522,1.198,21000,28000,35000,Critical,True,1700,98.67,89.0,Strong Hire,3
OFF000000430,APP000002848,CAN00005606,JR00002147,2023-05-20,Accepted,2023-06-04,2023-07-19,,AUD,30400,Annual,6000,0.0,CG000037,1.115,20000,26000,33000,High,True,1400,64.0,91.0,Neutral,1
OFF000000431,APP000002864,CAN00023218,JR00001088,2026-01-02,Accepted,2026-01-17,2026-03-30,,CAD,121000,Annual,5000,0.08,CG000292,1.055,80000,115000,150000,Low,False,0,58.0,42.5,Do Not Hire,2
OFF000000432,APP000002865,CAN00023402,JR00001437,2025-12-30,Accepted,2026-01-12,2026-02-28,,EUR,132000,Annual,6000,0.08,CG000985,1.2,72000,105000,135000,Critical,True,6300,100.0,92.0,Strong Hire,1
OFF000000433,APP000002871,CAN00018870,JR00000467,2026-02-19,Accepted,2026-02-28,2026-03-20,,GBP,358000,Annual,10000,0.25,CG001582,1.102,180000,325000,470000,Medium,False,0,81.33,68.67,Neutral,3
OFF000000434,APP000002880,CAN00011830,JR00000252,2022-03-06,Accepted,2022-03-12,2022-04-14,,JPY,710000,Annual,90000,0.4,CG000773,1.124,235000,585000,935000,High,True,52600,64.0,89.0,Neutral,2
OFF000000435,APP000002885,CAN00006959,JR00001441,2026-01-14,Accepted,2026-01-27,2026-02-19,,MXN,355000,Annual,75000,0.4,CG000908,1.145,125000,310000,490000,Medium,False,0,96.33,68.67,Strong Hire,3
OFF000000436,APP000002889,CAN00010283,JR00002452,2024-07-22,Accepted,2024-08-01,2024-08-06,,MXN,488000,Annual,25000,0.5,CG000927,1.073,180000,455000,730000,Low,False,0,74.0,68.0,Neutral,1
OFF000000437,APP000002905,CAN00019260,JR00001362,2023-01-28,Accepted,2023-02-04,2023-04-06,,USD,386000,Annual,25000,0.25,CG001726,1.134,185000,340000,490000,Medium,False,0,93.33,79.33,Hire,3
OFF000000438,APP000002912,CAN00009741,JR00002024,2024-12-29,Pending,,,,EUR,28600,Annual,5000,0.0,CG001054,1.144,18000,25000,31000,Medium,False,0,95.5,67.5,Hire,2
OFF000000439,APP000002921,CAN00005084,JR00000033,2024-06-20,Accepted,2024-06-29,2024-07-12,,GBP,112000,Annual,0,0.08,CG001570,1.071,74000,105000,135000,,False,0,68.5,60.0,Hire,2
OFF000000440,APP000002925,CAN00007288,JR00001480,2023-10-29,Pending,,,,EUR,29600,Annual,2500,0.0,CG000946,1.138,19000,26000,32000,,False,0,95.67,64.0,Strong Hire,3
OFF000000441,APP000002931,CAN00019326,JR00001404,2025-01-15,Accepted,2025-01-20,2025-02-18,,AUD,715000,Annual,100000,0.4,CG000098,1.067,270000,670000,1075000,Medium,False,0,68.33,74.0,Neutral,3
OFF000000442,APP000002949,CAN00009339,JR00000681,2021-09-24,Accepted,2021-09-26,2021-12-17,,AUD,798000,Annual,50000,0.4,CG000026,1.1,290000,725000,1160000,,False,0,81.33,43.67,Hire,3
OFF000000443,APP000002959,CAN00001220,JR00000614,2025-03-09,Accepted,2025-03-27,2025-04-27,,AUD,347000,Annual,30000,0.25,CG000043,1.12,165000,295000,430000,High,True,16500,65.67,78.33,Neutral,3
OFF000000444,APP000002963,CAN00023949,JR00002430,2026-01-19,Pending,,,,EUR,180000,Annual,12000,0.12,CG000536,1.182,95000,145000,195000,High,True,8600,93.33,85.0,Strong Hire,3
OFF000000445,APP000002976,CAN00014984,JR00001728,2025-07-20,Accepted,2025-07-24,2025-09-24,,AUD,33200,Annual,2500,0.0,CG000046,1.145,22000,29000,36000,Medium,False,0,96.0,74.25,Hire,4
OFF000000446,APP000002988,CAN00020272,JR00000068,2021-06-10,Accepted,2021-06-28,2021-07-28,,INR,37400,Annual,0,0.05,CG000660,1.068,24000,35000,45000,Low,False,0,78.5,64.5,Hire,2
OFF000000447,APP000002992,CAN00000317,JR00002492,2024-12-06,Declined,2024-12-14,,Accepted Another Offer,AUD,358000,Annual,0,0.25,CG000034,1.156,165000,295000,430000,High,True,17100,65.0,55.0,Neutral,0
OFF000000448,APP000002996,CAN00007420,JR00001948,2022-02-17,Accepted,2022-02-23,2022-05-08,,AUD,177000,Annual,5000,0.12,CG000023,1.106,105000,160000,215000,Medium,False,0,84.5,74.25,Hire,4
OFF000000449,APP000003004,CAN00015501,JR00000804,2025-02-03,Accepted,2025-02-08,2025-03-15,,AUD,1429000,Annual,90000,0.5,CG000054,1.141,465000,1160000,1860000,High,True,106000,76.5,81.5,Hire,2
OFF000000450,APP000003024,CAN00024465,JR00002100,2026-01-20,Accepted,2026-01-31,2026-02-10,,USD,104000,Annual,0,0.05,CG001650,1.109,66000,94000,125000,Medium,False,0,85.0,69.25,Neutral,4
OFF000000451,APP000003027,CAN00014607,JR00002158,2023-08-21,Pending,,,,AED,275000,Annual,40000,0.25,CG001465,1.1,140000,250000,365000,,False,0,80.33,40.67,Hire,3
OFF000000452,APP000003028,CAN00012143,JR00000217,2024-11-18,Accepted,2024-12-04,2025-01-29,,USD,81900,Annual,0,0.03,CG001730,1.2,49000,65000,81000,High,True,3900,100.0,83.67,Strong Hire,3
OFF000000453,APP000003029,CAN00024842,JR00002044,2022-07-25,Accepted,2022-08-09,2022-10-06,,USD,81200,Annual,6000,0.03,CG001658,1.137,51000,68000,85000,High,True,3900,88.0,83.67,Hire,3
OFF000000454,APP000003039,CAN00023075,JR00001481,2025-04-09,Accepted,2025-04-19,2025-07-07,,INR,102000,Annual,5000,0.18,CG000663,1.146,58000,89000,120000,Medium,False,0,96.67,65.67,Strong Hire,3
OFF000000455,APP000003055,CAN00024047,JR00001775,2021-07-27,Accepted,2021-08-17,2021-09-14,,EUR,253000,Annual,0,0.18,CG000537,1.176,130000,205000,275000,High,True,12100,89.0,88.0,Hire,3
OFF000000456,APP000003061,CAN00000915,JR00001778,2024-08-05,Accepted,2024-08-22,2024-09-11,,USD,108000,Annual,0,0.05,CG001722,1.144,63000,90000,115000,High,True,5100,91.5,86.5,Strong Hire,2
OFF000000457,APP000003082,CAN00000193,JR00002452,2025-09-25,Accepted,2025-10-10,2025-10-26,,MXN,514000,Annual,25000,0.5,CG000927,1.13,180000,455000,730000,Medium,False,0,92.0,76.0,Hire,2
OFF000000458,APP000003089,CAN00012284,JR00002269,2024-06-05,Accepted,2024-06-12,2024-08-29,,USD,381000,Annual,25000,0.25,CG001753,1.074,195000,355000,520000,Medium,False,0,82.0,67.75,Hire,4
OFF000000459,APP000003105,CAN00022739,JR00000304,2025-04-25,Accepted,2025-05-07,2025-06-25,,BRL,64700,Annual,6000,0.08,CG000166,1.163,37000,53000,69000,High,True,3100,87.33,83.33,Strong Hire,3
OFF000000460,APP000003110,CAN00008710,JR00000025,2025-12-21,Accepted,2025-12-29,2026-01-31,,EUR,236000,Annual,10000,0.18,CG000465,1.122,135000,210000,280000,,False,0,88.67,32.0,Hire,3
OFF000000461,APP000003124,CAN00020845,JR00001966,2022-08-07,Accepted,2022-08-14,2022-09-20,,EUR,284000,Annual,0,0.18,CG000429,1.167,145000,225000,305000,High,True,21000,97.67,83.33,Hire,3
OFF000000462,APP000003125,CAN00001827,JR00001671,2022-11-21,Accepted,2022-12-12,2023-02-18,,BRL,118000,Annual,0,0.18,CG000159,1.022,73000,115000,150000,Low,False,0,53.0,48.0,Do Not Hire,1
OFF000000463,APP000003126,CAN00023227,JR00001327,2025-02-10,Accepted,2025-02-25,2025-04-11,,EUR,723000,Annual,25000,0.4,CG000485,1.113,260000,650000,1040000,Medium,False,0,95.33,74.0,Strong Hire,3
OFF000000464,APP000003141,CAN00024482,JR00002216,2023-01-03,Declined,2023-01-16,,Accepted Another Offer,BRL,61900,Annual,0,0.08,CG000202,1.156,36000,52000,67000,High,True,1800,65.0,55.0,Neutral,0
OFF000000465,APP000003159,CAN00003668,JR00001327,2023-09-20,Accepted,2023-10-02,2023-12-02,,EUR,719000,Annual,75000,0.4,CG000485,1.106,260000,650000,1040000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000466,APP000003174,CAN00005626,JR00002215,2022-05-09,Accepted,2022-05-19,2022-06-18,,EUR,1052000,Annual,100000,0.5,CG001062,1.073,395000,980000,1570000,Low,False,0,71.5,56.5,Neutral,2
OFF000000467,APP000003194,CAN00017064,JR00001120,2025-10-14,Declined,2025-10-24,,Location Constraint,EUR,148000,Annual,0,0.08,CG000427,1.142,82000,120000,155000,High,True,11000,87.67,88.0,Strong Hire,3
OFF000000468,APP000003201,CAN00005150,JR00001249,2023-08-07,Declined,2023-08-22,,Role Fit,BRL,58400,Annual,0,0.08,CG000265,1.102,37000,53000,69000,Medium,False,0,82.75,72.25,Strong Hire,4
OFF000000469,APP000003205,CAN00003006,JR00000252,2022-01-08,Accepted,2022-01-28,2022-03-17,,JPY,630000,Annual,25000,0.4,CG000773,1.078,235000,585000,935000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000470,APP000003213,CAN00008796,JR00000070,2024-09-20,Accepted,2024-09-24,2024-11-04,,USD,951000,Annual,90000,0.4,CG001700,1.199,310000,770000,1235000,High,True,27700,99.25,85.25,Strong Hire,4
OFF000000471,APP000003219,CAN00023427,JR00001019,2022-12-18,Accepted,2023-01-07,2023-02-22,,GBP,788000,Annual,90000,0.4,CG001565,1.125,270000,680000,1090000,Critical,True,23000,71.25,93.25,Hire,4
OFF000000472,APP000003222,CAN00002711,JR00001205,2024-07-04,Accepted,2024-07-19,2024-09-11,,AUD,436000,Annual,18000,0.25,CG000124,1.145,190000,340000,495000,High,True,46700,81.33,83.33,Hire,3
OFF000000473,APP000003230,CAN00003278,JR00000949,2025-07-24,Declined,2025-07-29,,Timing Conflict,EUR,370000,Annual,0,0.25,CG000952,1.196,160000,295000,425000,Critical,True,17600,96.67,91.67,Hire,3
OFF000000474,APP000003232,CAN00007997,JR00000692,2023-06-09,Accepted,2023-06-26,2023-08-12,,INR,56700,Annual,0,0.12,CG000653,1.069,34000,53000,71000,Low,False,0,81.33,46.33,Neutral,3
OFF000000475,APP000003244,CAN00022782,JR00002408,2025-08-17,Accepted,2025-08-29,2025-09-28,,JPY,78800,Annual,0,0.05,CG000750,1.141,47000,67000,87000,Critical,True,2300,78.0,96.33,Hire,3
OFF000000476,APP000003246,CAN00002526,JR00000139,2024-05-05,Accepted,2024-05-20,2024-06-18,,USD,40300,Annual,0,0.0,CG001657,1.2,24000,32000,39000,High,True,1900,100.0,79.67,Hire,3
OFF000000477,APP000003251,CAN00003914,JR00001238,2025-03-20,Accepted,2025-03-22,2025-05-16,,GBP,330000,Annual,40000,0.25,CG001555,1.063,170000,310000,445000,Medium,False,0,59.5,64.5,Do Not Hire,2
OFF000000478,APP000003261,CAN00011246,JR00001327,2024-02-13,Accepted,2024-02-23,2024-04-14,,EUR,737000,Annual,25000,0.4,CG000485,1.133,260000,650000,1040000,Medium,False,0,92.67,72.33,Hire,3
OFF000000479,APP000003282,CAN00013672,JR00000673,2024-04-30,Accepted,2024-05-10,2024-07-06,,AED,52400,Annual,0,0.03,CG001424,1.047,37000,50000,62000,Low,False,0,61.67,58.0,Neutral,3
OFF000000480,APP000003285,CAN00000418,JR00001534,2021-10-23,Accepted,2021-10-29,2021-12-15,,CAD,328000,Annual,25000,0.25,CG000304,1.111,160000,295000,425000,Medium,False,0,86.0,70.0,Hire,1
OFF000000481,APP000003286,CAN00005824,JR00000133,2021-11-22,Pending,,,,AUD,1137000,Annual,25000,0.5,CG000117,1.143,395000,995000,1590000,,False,0,100.0,35.0,Hire,1
OFF000000482,APP000003300,CAN00019639,JR00000911,2024-06-22,Pending,,,,EUR,81900,Annual,0,0.08,CG001300,1.106,52000,74000,96000,Low,False,0,65.0,55.0,Neutral,0
OFF000000483,APP000003304,CAN00002771,JR00001462,2022-02-16,Accepted,2022-03-03,2022-04-10,,CAD,1212000,Annual,25000,0.5,CG000324,1.054,460000,1150000,1835000,Medium,False,0,61.0,71.0,Neutral,3
OFF000000484,APP000003311,CAN00010557,JR00002030,2025-04-06,Accepted,2025-04-16,2025-06-18,,ZAR,145000,Annual,18000,0.25,CG001186,1.154,65000,120000,170000,High,True,6900,65.0,55.0,Neutral,0
OFF000000485,APP000003312,CAN00024608,JR00001308,2023-04-22,Accepted,2023-05-05,2023-05-28,,EUR,739000,Annual,100000,0.4,CG000503,1.087,270000,680000,1090000,Low,False,0,75.67,47.67,Neutral,3
OFF000000486,APP000003314,CAN00017234,JR00001332,2022-03-19,Declined,2022-03-28,,Role Fit,EUR,61100,Annual,0,0.03,CG000416,1.071,43000,57000,72000,,False,0,68.0,56.5,Neutral,4
OFF000000487,APP000003321,CAN00005652,JR00002164,2022-11-20,Accepted,2022-12-05,2023-01-05,,BRL,110000,Annual,0,0.18,CG000141,1.103,66000,100000,135000,Medium,False,0,81.67,77.33,Hire,3
OFF000000488,APP000003325,CAN00011298,JR00000074,2025-05-07,Accepted,2025-05-11,2025-05-28,,AUD,313000,Annual,10000,0.25,CG000070,1.079,160000,290000,420000,Medium,False,0,72.5,76.0,Neutral,4
OFF000000489,APP000003346,CAN00021385,JR00001961,2024-10-15,Pending,,,,GBP,1337000,Annual,100000,0.5,CG001539,1.087,495000,1230000,1970000,Low,False,0,75.5,43.5,Hire,2
OFF000000490,APP000003352,CAN00000927,JR00001893,2025-06-12,Accepted,2025-06-17,2025-06-28,,AED,607000,Annual,50000,0.4,CG001430,1.065,230000,570000,915000,,False,0,66.0,53.0,Do Not Hire,2
OFF000000491,APP000003355,CAN00001151,JR00000070,2024-09-23,Accepted,2024-10-01,2024-11-06,,USD,950000,Annual,90000,0.4,CG001700,1.198,310000,770000,1235000,Critical,True,27700,98.33,94.67,Hire,3
OFF000000492,APP000003363,CAN00019055,JR00002328,2022-02-20,Accepted,2022-03-01,2022-03-31,,EUR,85100,Annual,5000,0.05,CG001011,1.12,53000,76000,99000,,False,0,85.0,36.0,Hire,1
OFF000000493,APP000003365,CAN00022497,JR00000465,2022-12-16,Accepted,2023-01-05,2023-01-14,,CAD,1091000,Annual,75000,0.5,CG000387,1.113,395000,980000,1570000,Medium,False,0,85.25,78.25,Hire,4
OFF000000494,APP000003369,CAN00002666,JR00002122,2021-02-04,Accepted,2021-02-17,2021-03-24,,INR,27300,Annual,0,0.03,CG000659,1.091,19000,25000,31000,,False,0,77.67,44.33,Strong Hire,3
OFF000000495,APP000003370,CAN00021574,JR00001854,2025-08-19,Declined,2025-08-23,,Accepted Another Offer,INR,64800,Annual,0,0.12,CG000608,1.164,35000,54000,73000,High,True,1900,86.33,87.33,Hire,3
OFF000000496,APP000003392,CAN00004447,JR00000428,2025-06-01,Accepted,2025-06-16,2025-08-23,,INR,44300,Annual,0,0.08,CG000571,1.107,28000,40000,52000,Medium,False,0,83.33,76.0,Strong Hire,3
OFF000000497,APP000003393,CAN00009013,JR00001271,2025-12-09,Pending,,,,USD,302000,Annual,18000,0.18,CG001635,1.197,155000,240000,325000,High,True,14400,97.67,82.33,Strong Hire,3
OFF000000498,APP000003395,CAN00022204,JR00001428,2023-07-06,Accepted,2023-07-21,2023-09-07,,ZAR,89200,Annual,10000,0.18,CG001194,1.115,52000,80000,110000,Medium,False,0,85.75,70.75,Strong Hire,4
OFF000000499,APP000003401,CAN00017802,JR00001386,2022-03-02,Declined,2022-03-11,,Accepted Another Offer,AUD,27500,Annual,0,0.0,CG000001,1.057,20000,26000,33000,Medium,False,0,72.0,78.5,Neutral,2
OFF000000500,APP000003406,CAN00010495,JR00001722,2025-04-19,Accepted,2025-05-09,2025-07-06,,GBP,90800,Annual,0,0.05,CG001596,1.149,55000,79000,105000,Medium,False,0,99.25,78.0,Hire,4
OFF000000501,APP000003407,CAN00012724,JR00002487,2022-11-26,Accepted,2022-12-15,2023-02-16,,EUR,83200,Annual,0,0.08,CG001255,1.067,55000,78000,100000,Medium,False,0,76.5,65.5,Hire,4
OFF000000502,APP000003411,CAN00006701,JR00000827,2025-02-02,Accepted,2025-02-15,2025-04-01,,CAD,58900,Annual,2500,0.03,CG000380,1.112,40000,53000,66000,Low,False,0,94.25,60.25,Strong Hire,4
OFF000000503,APP000003416,CAN00005366,JR00001038,2025-10-11,Accepted,2025-10-26,2025-11-21,,EUR,94300,Annual,2500,0.05,CG000525,1.036,64000,91000,120000,,False,0,59.0,51.0,Do Not Hire,1
OFF000000504,APP000003418,CAN00021832,JR00001219,2025-12-25,Accepted,2026-01-09,2026-01-25,,AUD,113000,Annual,0,0.08,CG000085,1.146,70000,99000,130000,Low,False,0,96.67,54.0,Strong Hire,3
OFF000000505,APP000003423,CAN00019449,JR00000814,2025-08-11,Pending,,,,INR,162000,Annual,48000,0.25,CG000565,1.2,70000,125000,185000,High,True,12000,100.0,84.0,Strong Hire,3
OFF000000506,APP000003430,CAN00016611,JR00002031,2026-02-06,Accepted,2026-02-09,2026-05-07,,EUR,102000,Annual,0,0.05,CG000525,1.118,64000,91000,120000,Low,False,0,87.67,46.67,Strong Hire,3
OFF000000507,APP000003445,CAN00012407,JR00002028,2023-04-30,Pending,,,,AUD,30700,Annual,0,0.0,CG000046,1.059,22000,29000,36000,Medium,False,0,63.5,71.0,Do Not Hire,4
OFF000000508,APP000003447,CAN00019175,JR00001591,2024-09-22,Accepted,2024-10-08,2024-11-22,,EUR,91600,Annual,6000,0.05,CG000489,1.164,53000,75000,98000,Critical,True,4400,84.0,95.0,Hire,1
OFF000000509,APP000003450,CAN00022780,JR00002357,2025-06-04,Accepted,2025-06-09,2025-08-09,,BRL,33300,Annual,2500,0.03,CG000173,1.147,21000,29000,36000,,False,0,97.67,66.33,Strong Hire,3
OFF000000510,APP000003462,CAN00012472,JR00001164,2026-01-25,Accepted,2026-01-31,2026-03-30,,INR,274000,Annual,50000,0.4,CG000620,1.118,99000,245000,395000,Low,False,0,98.33,59.0,Hire,3
OFF000000511,APP000003473,CAN00003850,JR00002063,2024-12-25,Declined,2025-01-08,,Accepted Another Offer,INR,59200,Annual,0,0.12,CG000626,1.117,34000,53000,71000,,False,0,97.67,43.67,Strong Hire,3
OFF000000512,APP000003475,CAN00023211,JR00002445,2022-07-08,Accepted,2022-07-14,2022-08-16,,EUR,172000,Annual,18000,0.12,CG000419,1.128,95000,145000,195000,Critical,True,8200,65.0,55.0,Neutral,0
OFF000000513,APP000003486,CAN00013558,JR00001982,2025-09-25,Accepted,2025-10-05,2025-12-18,,INR,60100,Annual,6000,0.08,CG000661,1.167,33000,46000,60000,Critical,True,6400,97.5,91.5,Strong Hire,2
OFF000000514,APP000003490,CAN00012985,JR00002032,2024-08-13,Accepted,2024-08-28,2024-10-06,,CAD,1076000,Annual,100000,0.5,CG000387,1.098,395000,980000,1570000,,False,0,80.33,35.33,Strong Hire,3
OFF000000515,APP000003493,CAN00020501,JR00002282,2021-12-26,Accepted,2022-01-04,2022-01-10,,CAD,61000,Annual,2500,0.03,CG000362,1.051,43000,58000,72000,Medium,False,0,56.0,71.0,Do Not Hire,1
OFF000000516,APP000003497,CAN00002666,JR00001707,2023-09-17,Accepted,2023-09-27,2023-10-12,,INR,24000,Annual,0,0.03,CG000596,1.091,17000,22000,28000,Medium,False,0,76.67,69.33,Hire,3
OFF000000517,APP000003504,CAN00018060,JR00002462,2022-08-12,Accepted,2022-08-27,2022-10-15,,EUR,87300,Annual,0,0.05,CG000498,1.065,57000,82000,105000,Medium,False,0,62.67,74.33,Neutral,3
OFF000000518,APP000003509,CAN00013951,JR00001480,2025-04-17,Accepted,2025-04-24,2025-06-08,,EUR,29800,Annual,0,0.0,CG000946,1.145,19000,26000,32000,Medium,False,0,96.0,68.67,Strong Hire,3
OFF000000519,APP000003511,CAN00003245,JR00001489,2022-07-28,Accepted,2022-08-03,2022-08-19,,INR,36300,Annual,3000,0.05,CG000669,1.154,21000,30000,39000,High,True,1700,81.0,79.67,Hire,3
OFF000000520,APP000003514,CAN00002975,JR00002277,2021-10-18,Accepted,2021-10-28,2021-12-22,,USD,132000,Annual,2500,0.08,CG001750,1.056,88000,125000,165000,Low,False,0,77.5,64.0,Hire,4
OFF000000521,APP000003521,CAN00013795,JR00000334,2025-01-20,Declined,2025-01-30,,Timing Conflict,USD,37300,Annual,0,0.0,CG001666,1.066,26000,35000,44000,Low,False,0,67.0,54.0,Neutral,2
OFF000000522,APP000003524,CAN00006633,JR00001678,2025-11-03,Accepted,2025-11-11,2025-11-21,,MXN,120000,Annual,6000,0.18,CG000861,1.111,66000,100000,140000,High,True,8900,65.0,55.0,Neutral,0
OFF000000523,APP000003526,CAN00022078,JR00000977,2023-03-03,Accepted,2023-03-12,2023-04-28,,AUD,207000,Annual,15000,0.18,CG000078,1.064,130000,195000,265000,,False,0,65.0,55.0,Neutral,0
OFF000000524,APP000003536,CAN00015849,JR00001462,2022-02-04,Accepted,2022-02-24,2022-03-28,,CAD,1285000,Annual,50000,0.5,CG000324,1.117,460000,1150000,1835000,Medium,False,0,98.0,72.0,Hire,3
OFF000000525,APP000003537,CAN00023953,JR00002215,2022-04-24,Accepted,2022-05-03,2022-05-23,,EUR,1121000,Annual,100000,0.5,CG001062,1.144,395000,980000,1570000,,False,0,95.25,47.0,Strong Hire,4
OFF000000526,APP000003549,CAN00017814,JR00000876,2021-08-30,Accepted,2021-09-12,2021-10-18,,ZAR,532000,Annual,25000,0.5,CG001134,1.087,195000,490000,785000,,False,0,77.25,41.5,Hire,4
OFF000000527,APP000003553,CAN00001551,JR00000111,2025-01-26,Accepted,2025-02-02,2025-04-24,,JPY,86700,Annual,5000,0.05,CG000795,1.112,55000,78000,100000,Low,False,0,84.33,65.33,Hire,3
OFF000000528,APP000003562,CAN00017210,JR00001728,2025-06-27,Declined,2025-06-30,,Accepted Another Offer,AUD,32300,Annual,0,0.0,CG000046,1.113,22000,29000,36000,Low,False,0,81.0,56.33,Hire,3
OFF000000529,APP000003563,CAN00013028,JR00001571,2024-08-25,Pending,,,,EUR,91600,Annual,0,0.05,CG001047,1.178,52000,74000,96000,Critical,True,4400,92.75,91.0,Hire,4
OFF000000530,APP000003575,CAN00022257,JR00002476,2021-11-19,Accepted,2021-12-08,2021-12-06,,EUR,225000,Annual,5000,0.18,CG001005,1.1,130000,205000,275000,Low,False,0,79.75,47.5,Hire,4
OFF000000531,APP000003583,CAN00010803,JR00001789,2025-08-06,Declined,2025-08-15,,Compensation Expectations,INR,41800,Annual,0,0.08,CG000670,1.045,28000,40000,52000,Medium,False,0,59.0,69.67,Do Not Hire,3
OFF000000532,APP000003589,CAN00023028,JR00002221,2024-05-14,Accepted,2024-05-21,2024-06-14,,BRL,30400,Annual,5000,0.03,CG000227,1.049,22000,29000,37000,,False,0,61.5,36.5,Do Not Hire,2
OFF000000533,APP000003594,CAN00019385,JR00001243,2023-01-12,Accepted,2023-01-15,2023-03-07,,USD,263000,Annual,15000,0.18,CG001734,1.144,150000,230000,310000,Low,False,0,97.0,55.0,Hire,3
OFF000000534,APP000003597,CAN00014704,JR00001204,2023-02-13,Accepted,2023-03-01,2023-04-11,,AUD,31000,Annual,2500,0.0,CG000046,1.07,22000,29000,36000,Medium,False,0,68.0,78.5,Neutral,2
OFF000000535,APP000003599,CAN00003425,JR00001164,2026-01-09,Accepted,2026-01-20,2026-02-03,,INR,279000,Annual,25000,0.4,CG000620,1.141,99000,245000,395000,Medium,False,0,95.5,71.75,Hire,4
OFF000000536,APP000003616,CAN00001991,JR00001075,2024-06-06,Accepted,2024-06-24,2024-08-30,,MXN,326000,Annual,25000,0.4,CG000890,1.107,115000,295000,470000,Low,False,0,83.33,54.0,Hire,3
OFF000000537,APP000003617,CAN00001488,JR00001784,2021-05-03,Accepted,2021-05-17,2021-06-09,,USD,73300,Annual,0,0.03,CG001721,1.127,49000,65000,81000,Medium,False,0,93.67,65.67,Strong Hire,3
OFF000000538,APP000003625,CAN00008245,JR00002440,2026-01-25,Accepted,2026-01-29,2026-04-01,,INR,62500,Annual,5000,0.12,CG000671,1.137,36000,55000,75000,,False,0,96.5,44.5,Strong Hire,4
OFF000000539,APP000003643,CAN00003353,JR00001940,2021-08-31,Accepted,2021-09-18,2021-11-02,,INR,33300,Annual,0,0.05,CG000651,1.149,20000,29000,37000,,False,0,99.0,34.67,Strong Hire,3
OFF000000540,APP000003646,CAN00018937,JR00001782,2025-07-09,Accepted,2025-07-17,2025-08-06,,AUD,114000,Annual,3000,0.08,CG000112,1.101,70000,99000,130000,High,True,5500,61.0,84.67,Do Not Hire,3
