succession_candidate_id,pool_id,worker_id,readiness,risk_of_loss,potential_rating,performance_rating,succession_rank,development_need,mobility_preference,last_reviewed_date,active_candidate_flag
SC00000784,SP000001,W00002248,Ready 1-2 Years,Medium,Exceptional,High,3,People Leadership,Regional,2026-01-11,True
SC00000785,SP000003,W00000367,Ready < 1 Year,Medium,Medium,High,1,Strategic Thinking,Local,2025-11-16,True
SC00000786,SP000007,W00000367,Ready < 1 Year,Medium,Medium,High,5,People Leadership,Local,2026-01-21,True
SC00000787,SP000005,W00000327,Ready 3+ Years,Medium,Medium,High,5,Strategic Thinking,Remote-first,2025-12-04,True
SC00000788,SP000005,W00001658,Ready 3+ Years,Low,High,Solid,5,Global Mobility,Local,2025-12-27,True
SC00000789,SP000001,W00002955,Ready < 1 Year,Medium,Medium,High,3,GenAI Fluency,Regional,2025-12-07,True
SC00000790,SP000009,W00002955,Ready < 1 Year,Medium,Medium,High,5,Executive Presence,Local,2026-02-23,True
SC00000791,SP000002,W00003894,Ready < 1 Year,Medium,Low,Solid,1,Financial Acumen,Local,2026-01-17,True
SC00000792,SP000001,W00003921,Ready < 1 Year,High,High,High,1,Financial Acumen,Global,2026-01-28,True
SC00000793,SP000002,W00003510,Ready Now,Medium,High,High,1,GenAI Fluency,Local,2025-12-10,True
SC00000794,SP000006,W00000216,Ready 1-2 Years,Low,High,Solid,5,Strategic Thinking,Local,2026-03-26,True
SC00000795,SP000003,W00000649,Ready 1-2 Years,Medium,Medium,High,5,Global Mobility,Remote-first,2026-03-15,True
SC00000796,SP000002,W00003479,Ready < 1 Year,Low,Medium,Exceptional,1,Global Mobility,Local,2026-01-26,True
SC00000797,SP000003,W00004853,Ready < 1 Year,Low,High,Solid,5,Global Mobility,Local,2026-01-03,True
SC00000798,SP000001,W00002040,Ready Now,Medium,Exceptional,High,3,Global Mobility,Local,2025-10-07,True
SC00000799,SP000009,W00002040,Ready Now,Medium,Exceptional,High,4,Strategic Thinking,Remote-first,2026-03-03,True
SC00000800,SP000001,W00000589,Ready 3+ Years,Medium,High,Solid,1,Executive Presence,Global,2026-01-05,True
SC00000801,SP000006,W00001211,Ready 3+ Years,Medium,Low,Exceptional,3,Strategic Thinking,Remote-first,2025-12-08,True
SC00000802,SP000001,W00000723,Ready 1-2 Years,Low,Low,High,1,Global Mobility,Regional,2026-03-04,True
SC00000803,SP000002,W00002623,Ready < 1 Year,Low,High,Solid,3,Executive Presence,Regional,2026-03-24,True
SC00000804,SP000006,W00004648,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Local,2025-12-17,True
SC00000805,SP000005,W00003930,Ready Now,High,High,High,1,Global Mobility,Remote-first,2026-03-14,True
SC00000806,SP000002,W00000337,Ready < 1 Year,Medium,High,Solid,3,Global Mobility,Global,2026-03-23,True
SC00000807,SP000002,W00000811,Ready < 1 Year,Medium,High,Exceptional,3,Financial Acumen,Global,2026-03-17,True
SC00000808,SP000005,W00004265,Ready Now,Medium,High,Exceptional,3,People Leadership,Remote-first,2025-11-29,True
SC00000809,SP000006,W00003612,Ready < 1 Year,Medium,High,Exceptional,3,Executive Presence,Regional,2026-01-25,True
SC00000810,SP000001,W00002979,Ready 1-2 Years,High,High,High,1,Financial Acumen,Local,2025-12-18,True
SC00000811,SP000004,W00004874,Ready 1-2 Years,Medium,Medium,High,3,Strategic Thinking,Remote-first,2025-10-10,True
SC00000812,SP000001,W00000353,Ready 3+ Years,Low,Medium,High,4,People Leadership,Remote-first,2025-11-23,True
SC00000813,SP000006,W00004641,Ready 1-2 Years,Low,High,Solid,2,Executive Presence,Global,2026-03-08,True
SC00000814,SP000006,W00004029,Ready 3+ Years,Medium,Medium,Exceptional,3,Strategic Thinking,Local,2026-03-17,True
SC00000815,SP000009,W00004029,Ready 3+ Years,Medium,Medium,Exceptional,5,People Leadership,Regional,2025-10-25,True
SC00000816,SP000003,W00003390,Ready 3+ Years,Low,High,Solid,1,GenAI Fluency,Global,2025-12-24,True
SC00000817,SP000007,W00003390,Ready 3+ Years,Low,High,Solid,1,Financial Acumen,Local,2026-02-26,True
SC00000818,SP000001,W00002305,Ready 1-2 Years,Low,Medium,Solid,1,Strategic Thinking,Global,2026-01-24,True
SC00000819,SP000007,W00002305,Ready 1-2 Years,Low,Medium,Solid,5,People Leadership,Local,2026-01-27,True
SC00000820,SP000001,W00003501,Ready 1-2 Years,High,Exceptional,Exceptional,1,People Leadership,Regional,2026-03-22,True
SC00000821,SP000005,W00003729,Ready < 1 Year,Medium,High,High,1,Executive Presence,Global,2026-03-09,True
SC00000822,SP000003,W00001344,Ready Now,Medium,High,High,2,People Leadership,Local,2026-02-20,True
SC00000823,SP000004,W00000943,Ready < 1 Year,Medium,High,High,1,People Leadership,Local,2026-03-18,True
SC00000824,SP000007,W00000943,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Remote-first,2025-10-20,True
SC00000825,SP000006,W00001565,Ready 3+ Years,Medium,High,Solid,3,Global Mobility,Remote-first,2025-11-27,True
SC00000826,SP000001,W00004679,Ready Now,Medium,High,Solid,3,Financial Acumen,Global,2026-03-02,True
SC00000827,SP000002,W00004507,Ready Now,Medium,High,Exceptional,3,People Leadership,Global,2025-12-06,True
SC00000828,SP000007,W00004507,Ready Now,Medium,High,Exceptional,4,Executive Presence,Regional,2025-11-21,True
SC00000829,SP000006,W00002452,Ready < 1 Year,Medium,High,Solid,2,GenAI Fluency,Global,2025-12-25,True
SC00000830,SP000002,W00003412,Ready < 1 Year,Medium,Exceptional,High,3,Executive Presence,Global,2026-02-12,True
SC00000831,SP000001,W00003054,Ready < 1 Year,Medium,High,Exceptional,2,People Leadership,Global,2025-11-15,True
SC00000832,SP000001,W00001507,Ready Now,Medium,Medium,High,5,Executive Presence,Remote-first,2026-01-19,True
SC00000833,SP000003,W00000202,Ready 3+ Years,Low,Low,High,5,GenAI Fluency,Regional,2025-12-28,True
SC00000834,SP000008,W00000202,Ready 3+ Years,Low,Low,High,2,GenAI Fluency,Regional,2026-02-15,True
SC00000835,SP000002,W00004031,Ready Now,High,High,High,5,GenAI Fluency,Local,2026-03-11,True
SC00000836,SP000006,W00000549,Ready Now,High,High,Exceptional,2,Strategic Thinking,Global,2025-11-30,True
SC00000837,SP000008,W00000549,Ready Now,High,High,Exceptional,5,Strategic Thinking,Local,2026-03-04,True
SC00000838,SP000002,W00004367,Ready 3+ Years,Low,Medium,Exceptional,3,Strategic Thinking,Remote-first,2026-01-15,True
SC00000839,SP000006,W00001452,Ready 1-2 Years,Medium,Exceptional,High,2,Global Mobility,Local,2026-02-18,True
SC00000840,SP000004,W00003808,Ready 1-2 Years,Low,High,Solid,5,Financial Acumen,Global,2025-10-02,True
SC00000841,SP000009,W00003808,Ready 1-2 Years,Low,High,Solid,1,Strategic Thinking,Local,2026-02-14,True
SC00000842,SP000004,W00004685,Ready 3+ Years,Medium,Medium,High,3,GenAI Fluency,Local,2025-11-08,True
SC00000843,SP000001,W00001411,Ready 1-2 Years,Low,Low,Solid,5,Global Mobility,Local,2025-11-09,True
SC00000844,SP000002,W00002675,Ready Now,High,High,High,5,Executive Presence,Local,2026-01-02,True
SC00000845,SP000001,W00002288,Ready < 1 Year,High,Exceptional,High,2,GenAI Fluency,Regional,2025-10-10,True
SC00000846,SP000006,W00000696,Ready < 1 Year,High,High,High,1,Financial Acumen,Global,2025-11-19,True
SC00000847,SP000007,W00000696,Ready < 1 Year,High,High,High,5,Executive Presence,Regional,2026-03-17,True
SC00000848,SP000002,W00002794,Ready 1-2 Years,Medium,High,High,2,Executive Presence,Global,2026-01-10,True
SC00000849,SP000005,W00001062,Ready 3+ Years,Medium,High,Solid,2,Executive Presence,Local,2026-03-02,True
SC00000850,SP000003,W00004413,Ready 3+ Years,Low,Medium,Exceptional,1,GenAI Fluency,Remote-first,2025-10-27,True
SC00000851,SP000003,W00002267,Ready 3+ Years,Medium,Low,High,2,Executive Presence,Remote-first,2025-10-22,True
SC00000852,SP000001,W00003114,Ready < 1 Year,Low,Low,High,3,GenAI Fluency,Regional,2025-12-31,True
SC00000853,SP000004,W00002638,Ready 1-2 Years,Medium,Medium,High,5,Global Mobility,Regional,2026-01-26,True
SC00000854,SP000002,W00000387,Ready 3+ Years,Low,High,Solid,3,Global Mobility,Remote-first,2026-02-15,True
SC00000855,SP000001,W00001856,Ready 3+ Years,Medium,High,Solid,5,Financial Acumen,Local,2026-02-14,True
SC00000856,SP000001,W00003735,Ready 1-2 Years,Low,High,Solid,3,Executive Presence,Remote-first,2026-03-25,True
SC00000857,SP000001,W00000206,Ready < 1 Year,Medium,Exceptional,High,3,People Leadership,Global,2025-12-19,True
SC00000858,SP000001,W00000551,Ready < 1 Year,Low,Low,High,5,Global Mobility,Local,2025-11-18,True
SC00000859,SP000002,W00001103,Ready < 1 Year,Low,Medium,Exceptional,5,Strategic Thinking,Local,2026-02-28,True
SC00000860,SP000008,W00001103,Ready < 1 Year,Low,Medium,Exceptional,4,Financial Acumen,Local,2026-03-07,True
SC00000861,SP000005,W00002674,Ready Now,Low,Low,Exceptional,3,Strategic Thinking,Regional,2025-10-31,True
SC00000862,SP000007,W00002674,Ready Now,Low,Low,Exceptional,1,GenAI Fluency,Regional,2025-10-23,True
SC00000863,SP000004,W00003143,Ready 3+ Years,Low,Medium,High,5,Financial Acumen,Local,2026-02-25,True
SC00000864,SP000005,W00002936,Ready 1-2 Years,Medium,Medium,High,1,Strategic Thinking,Regional,2026-03-15,True
SC00000865,SP000003,W00000538,Ready 3+ Years,Low,High,Solid,3,Financial Acumen,Local,2026-02-01,True
SC00000866,SP000004,W00002018,Ready < 1 Year,Medium,High,High,5,People Leadership,Local,2025-11-17,True
SC00000867,SP000006,W00002170,Ready 3+ Years,Low,High,Solid,4,Financial Acumen,Global,2025-10-05,True
SC00000868,SP000002,W00000676,Ready < 1 Year,Medium,High,Exceptional,2,Executive Presence,Local,2025-10-19,True
SC00000869,SP000005,W00001784,Ready 1-2 Years,Low,High,Solid,1,GenAI Fluency,Remote-first,2026-01-29,True
SC00000870,SP000005,W00002824,Ready Now,Low,High,Solid,4,Global Mobility,Regional,2025-12-08,True
SC00000871,SP000004,W00004589,Ready Now,Medium,Exceptional,Exceptional,5,People Leadership,Remote-first,2025-11-30,True
SC00000872,SP000004,W00001199,Ready Now,High,Exceptional,High,1,GenAI Fluency,Global,2026-02-08,True
SC00000873,SP000004,W00002316,Ready < 1 Year,Low,Exceptional,Solid,3,Executive Presence,Local,2025-12-06,True
SC00000874,SP000006,W00003200,Ready 3+ Years,Low,Medium,High,3,Executive Presence,Regional,2025-10-25,True
SC00000875,SP000006,W00004426,Ready 1-2 Years,Medium,Medium,High,3,Financial Acumen,Remote-first,2025-12-29,True
SC00000876,SP000009,W00004426,Ready 1-2 Years,Medium,Medium,High,3,Financial Acumen,Local,2025-11-10,True
SC00000877,SP000006,W00000554,Ready < 1 Year,Medium,High,High,5,People Leadership,Regional,2025-12-26,True
SC00000878,SP000004,W00002277,Ready 1-2 Years,Medium,High,Solid,1,People Leadership,Local,2025-12-23,True
SC00000879,SP000006,W00002227,Ready < 1 Year,High,High,Exceptional,3,Financial Acumen,Local,2025-11-24,True
SC00000880,SP000008,W00002227,Ready < 1 Year,High,High,Exceptional,4,Executive Presence,Regional,2025-10-23,True
SC00000881,SP000002,W00001925,Ready < 1 Year,Medium,High,High,3,Financial Acumen,Local,2025-10-28,True
SC00000882,SP000008,W00001925,Ready < 1 Year,Medium,High,High,1,Global Mobility,Regional,2025-11-26,True
SC00000883,SP000002,W00001919,Ready Now,Medium,Exceptional,Exceptional,4,People Leadership,Regional,2026-03-02,True
SC00000884,SP000001,W00000806,Ready 1-2 Years,High,Exceptional,High,3,People Leadership,Local,2025-12-16,True
SC00000885,SP000006,W00003745,Ready 1-2 Years,Low,Medium,Exceptional,3,Strategic Thinking,Global,2025-11-20,True
SC00000886,SP000005,W00002587,Ready < 1 Year,Medium,Exceptional,Exceptional,3,GenAI Fluency,Global,2026-03-05,True
SC00000887,SP000006,W00003279,Ready 1-2 Years,Low,Medium,Solid,1,Global Mobility,Global,2026-01-17,True
SC00000888,SP000001,W00003120,Ready < 1 Year,Medium,Exceptional,High,2,Strategic Thinking,Local,2025-10-12,True
SC00000889,SP000002,W00000110,Ready 1-2 Years,Medium,High,High,1,Financial Acumen,Regional,2025-10-21,True
SC00000890,SP000007,W00000110,Ready 1-2 Years,Medium,High,High,4,People Leadership,Global,2025-11-19,True
SC00000891,SP000002,W00003410,Ready Now,High,High,High,5,People Leadership,Remote-first,2026-02-23,True
SC00000892,SP000005,W00003069,Ready 3+ Years,Medium,Medium,Exceptional,3,Strategic Thinking,Remote-first,2026-01-16,True
SC00000893,SP000004,W00003344,Ready 3+ Years,Medium,Medium,High,4,Executive Presence,Regional,2026-03-01,True
SC00000894,SP000006,W00003993,Ready < 1 Year,Low,Medium,High,5,Executive Presence,Regional,2026-01-15,True
SC00000895,SP000004,W00000444,Ready 3+ Years,Low,Medium,Exceptional,5,GenAI Fluency,Regional,2025-12-11,True
SC00000896,SP000006,W00003259,Ready Now,Medium,High,Solid,2,Executive Presence,Regional,2025-12-09,True
SC00000897,SP000002,W00002455,Ready < 1 Year,Medium,Medium,Exceptional,1,Executive Presence,Global,2025-12-22,True
SC00000898,SP000002,W00002424,Ready 1-2 Years,High,Exceptional,Exceptional,4,GenAI Fluency,Global,2025-11-29,True
SC00000899,SP000002,W00003584,Ready < 1 Year,Medium,High,High,3,Financial Acumen,Local,2026-02-18,True
SC00000900,SP000003,W00002702,Ready 1-2 Years,Medium,High,High,2,Financial Acumen,Regional,2026-03-03,True
SC00000901,SP000008,W00002702,Ready 1-2 Years,Medium,High,High,2,Strategic Thinking,Regional,2026-02-18,True
SC00000902,SP000006,W00001592,Ready 3+ Years,Medium,High,Solid,5,GenAI Fluency,Local,2025-10-31,True
SC00000903,SP000001,W00001602,Ready 1-2 Years,Low,Low,Exceptional,2,Strategic Thinking,Regional,2026-01-15,True
SC00000904,SP000008,W00001602,Ready 1-2 Years,Low,Low,Exceptional,1,Executive Presence,Global,2026-03-26,True
SC00000905,SP000002,W00004494,Ready Now,High,High,High,5,GenAI Fluency,Regional,2026-01-13,True
SC00000906,SP000002,W00000708,Ready < 1 Year,Medium,Medium,High,1,Executive Presence,Regional,2026-02-13,True
SC00000907,SP000006,W00001644,Ready 1-2 Years,Medium,High,High,4,Strategic Thinking,Local,2025-12-12,True
SC00000908,SP000001,W00004536,Ready 1-2 Years,Medium,High,High,1,Global Mobility,Global,2026-03-13,True
SC00000909,SP000001,W00003909,Ready Now,High,Exceptional,High,5,Strategic Thinking,Local,2026-01-18,True
SC00000910,SP000002,W00000577,Ready < 1 Year,Medium,Exceptional,High,2,People Leadership,Remote-first,2026-03-23,True
SC00000911,SP000002,W00001143,Ready 1-2 Years,Medium,Medium,High,2,Strategic Thinking,Local,2025-10-26,True
SC00000912,SP000005,W00003033,Ready 3+ Years,Medium,High,Solid,2,Strategic Thinking,Local,2025-10-21,True
SC00000913,SP000006,W00000170,Ready < 1 Year,Medium,High,Solid,3,Financial Acumen,Local,2025-11-21,True
SC00000914,SP000009,W00000170,Ready < 1 Year,Medium,High,Solid,3,People Leadership,Regional,2026-01-27,True
SC00000915,SP000001,W00001782,Ready 3+ Years,Medium,Medium,High,4,Executive Presence,Local,2025-12-03,True
SC00000916,SP000003,W00001399,Ready 3+ Years,Medium,Medium,Exceptional,4,GenAI Fluency,Local,2026-03-26,True
SC00000917,SP000008,W00001399,Ready 3+ Years,Medium,Medium,Exceptional,1,People Leadership,Global,2025-12-12,True
SC00000918,SP000005,W00002073,Ready 1-2 Years,Medium,High,High,5,GenAI Fluency,Regional,2025-11-18,True
SC00000919,SP000006,W00002542,Ready < 1 Year,Medium,High,High,4,Global Mobility,Local,2025-10-12,True
SC00000920,SP000002,W00001019,Ready < 1 Year,High,High,High,3,Executive Presence,Regional,2026-01-03,True
SC00000921,SP000007,W00001019,Ready < 1 Year,High,High,High,5,GenAI Fluency,Global,2026-01-04,True
SC00000922,SP000001,W00002539,Ready 3+ Years,Low,Medium,Exceptional,2,Strategic Thinking,Global,2026-02-13,True
SC00000923,SP000002,W00004362,Ready 3+ Years,Low,Medium,High,5,Strategic Thinking,Global,2026-01-18,True
SC00000924,SP000004,W00003328,Ready 1-2 Years,Low,Medium,High,4,Global Mobility,Global,2025-12-03,True
SC00000925,SP000006,W00001210,Ready 3+ Years,Low,Medium,Exceptional,2,Executive Presence,Regional,2026-02-21,True
SC00000926,SP000001,W00004390,Ready 1-2 Years,Medium,High,High,3,People Leadership,Remote-first,2025-11-17,True
SC00000927,SP000002,W00000354,Ready 3+ Years,Medium,Medium,Exceptional,2,People Leadership,Regional,2026-02-09,True
SC00000928,SP000002,W00004386,Ready 1-2 Years,Low,High,Solid,4,Executive Presence,Regional,2026-03-14,True
SC00000929,SP000004,W00001509,Ready 1-2 Years,Medium,High,High,1,Global Mobility,Regional,2025-12-29,True
SC00000930,SP000001,W00004765,Ready < 1 Year,Medium,Low,Exceptional,3,Global Mobility,Global,2026-02-09,True
SC00000931,SP000005,W00003779,Ready 1-2 Years,Medium,Medium,High,4,GenAI Fluency,Local,2026-03-26,True
SC00000932,SP000003,W00001965,Ready < 1 Year,Medium,High,Solid,4,Strategic Thinking,Regional,2025-11-22,True
SC00000933,SP000001,W00003675,Ready < 1 Year,Medium,Exceptional,High,2,People Leadership,Regional,2025-11-01,True
SC00000934,SP000005,W00001738,Ready 1-2 Years,Medium,Medium,High,2,Financial Acumen,Local,2026-01-04,True
SC00000935,SP000008,W00001738,Ready 1-2 Years,Medium,Medium,High,3,GenAI Fluency,Local,2026-02-18,True
SC00000936,SP000005,W00000979,Ready 1-2 Years,High,High,High,2,GenAI Fluency,Global,2025-10-05,True
SC00000937,SP000001,W00003171,Ready 3+ Years,Low,High,Solid,1,Financial Acumen,Remote-first,2026-03-26,True
SC00000938,SP000001,W00002314,Ready Now,Medium,High,Exceptional,2,Global Mobility,Regional,2026-01-23,True
SC00000939,SP000001,W00002883,Ready Now,Medium,High,Solid,5,Executive Presence,Local,2026-02-16,True
SC00000940,SP000007,W00002883,Ready Now,Medium,High,Solid,5,GenAI Fluency,Global,2026-02-23,True
SC00000941,SP000002,W00004984,Ready < 1 Year,Low,Medium,High,4,Financial Acumen,Global,2026-02-13,True
SC00000942,SP000005,W00001161,Ready < 1 Year,Medium,Medium,High,5,Executive Presence,Regional,2026-03-12,True
SC00000943,SP000001,W00002124,Ready Now,Medium,High,Exceptional,3,Financial Acumen,Local,2026-03-17,True
SC00000944,SP000009,W00002124,Ready Now,Medium,High,Exceptional,5,People Leadership,Local,2026-02-08,True
SC00000945,SP000002,W00002133,Ready 1-2 Years,Low,Medium,High,5,Financial Acumen,Regional,2025-10-05,True
SC00000946,SP000002,W00000269,Ready < 1 Year,Medium,Exceptional,High,5,Global Mobility,Local,2025-12-27,True
SC00000947,SP000004,W00003230,Ready 1-2 Years,Medium,High,High,3,Financial Acumen,Remote-first,2026-01-20,True
SC00000948,SP000002,W00001841,Ready 3+ Years,Low,Low,High,1,People Leadership,Local,2025-10-23,True
SC00000949,SP000005,W00004063,Ready 1-2 Years,Medium,Exceptional,High,2,Global Mobility,Remote-first,2025-10-21,True
SC00000950,SP000008,W00004063,Ready 1-2 Years,Medium,Exceptional,High,4,People Leadership,Local,2025-10-16,True
SC00000951,SP000002,W00003881,Ready Now,Medium,High,High,5,Strategic Thinking,Regional,2025-11-29,True
SC00000952,SP000005,W00001878,Ready 1-2 Years,High,Exceptional,Exceptional,2,Financial Acumen,Regional,2025-12-07,True
SC00000953,SP000003,W00004557,Ready 3+ Years,Low,High,Solid,1,Global Mobility,Regional,2025-10-26,True
SC00000954,SP000001,W00000043,Ready Now,Medium,Exceptional,High,1,Strategic Thinking,Local,2025-12-09,True
SC00000955,SP000008,W00000043,Ready Now,Medium,Exceptional,High,2,Global Mobility,Remote-first,2026-02-08,True
SC00000956,SP000001,W00000288,Ready 3+ Years,Medium,Low,Exceptional,3,GenAI Fluency,Local,2025-11-09,True
SC00000957,SP000003,W00004340,Ready 1-2 Years,Medium,Medium,High,3,GenAI Fluency,Remote-first,2025-11-11,True
SC00000958,SP000002,W00000633,Ready 1-2 Years,Medium,High,Solid,1,Strategic Thinking,Global,2026-03-02,True
SC00000959,SP000002,W00004945,Ready < 1 Year,High,High,High,2,Strategic Thinking,Local,2026-02-13,True
SC00000960,SP000002,W00004793,Ready Now,Low,Medium,High,1,GenAI Fluency,Global,2026-01-13,True
SC00000961,SP000001,W00003555,Ready Now,Medium,Exceptional,High,4,Financial Acumen,Local,2025-12-27,True
SC00000962,SP000004,W00000857,Ready 1-2 Years,Low,Medium,High,5,Strategic Thinking,Regional,2026-03-04,True
SC00000963,SP000007,W00000857,Ready 1-2 Years,Low,Medium,High,1,People Leadership,Regional,2025-10-09,True
SC00000964,SP000002,W00004894,Ready < 1 Year,High,High,High,3,Global Mobility,Regional,2026-03-24,True
SC00000965,SP000004,W00002971,Ready 3+ Years,Medium,High,Solid,4,Financial Acumen,Local,2026-03-13,True
SC00000966,SP000001,W00001649,Ready 3+ Years,Medium,Medium,High,4,GenAI Fluency,Local,2025-12-12,True
