assessment_id,worker_id,skill_id,assessment_date,assessor_type,previous_level,current_level,assessment_method
SA000003562,W00000487,SK00013,2025-05-28,Self,4,4,Self Review
SA000003557,W00000487,SK00016,2025-04-10,Manager,5,5,Manager Review
SA000003561,W00000487,SK00019,2025-12-28,System,3,3,Course Assessment
SA000003554,W00000487,SK00026,2024-08-22,Self,1,2,Project Evidence
SA000003555,W00000487,SK00026,2026-04-12,Manager,2,2,Manager Review
SA000003558,W00000487,SK00028,2026-02-21,Manager,2,3,Manager Review
SA000003556,W00000487,SK00029,2025-08-05,Manager,4,4,Manager Review
SA000003559,W00000487,SK00033,2025-01-26,Manager,2,2,Manager Review
SA000003560,W00000487,SK00033,2026-02-23,Manager,2,2,Manager Review
SA000003553,W00000487,SK00034,2025-02-06,System,3,3,Course Assessment
SA000003570,W00000488,SK00021,2025-06-08,System,1,2,Course Assessment
SA000003566,W00000488,SK00026,2026-04-24,Self,3,4,Self Review
SA000003568,W00000488,SK00028,2024-09-04,Self,2,2,Project Evidence
SA000003569,W00000488,SK00028,2025-06-20,Manager,1,2,Manager Review
SA000003567,W00000488,SK00029,2026-03-11,Manager,4,4,Manager Review
SA000003563,W00000488,SK00033,2025-06-09,System,3,3,Course Assessment
SA000003565,W00000488,SK00033,2025-09-17,Self,3,3,Self Review
SA000003564,W00000488,SK00033,2025-10-07,Self,2,3,Project Evidence
SA000003578,W00000492,SK00004,2026-06-09,System,4,4,Course Assessment
SA000003573,W00000492,SK00018,2024-10-28,Self,2,2,Project Evidence
SA000003572,W00000492,SK00026,2026-03-15,Manager,1,1,Manager Review
SA000003574,W00000492,SK00032,2025-08-23,Manager,1,1,Manager Review
SA000003575,W00000492,SK00032,2025-09-12,Manager,1,1,Manager Review
SA000003571,W00000492,SK00034,2025-02-22,Self,4,4,Self Review
SA000003576,W00000492,SK00035,2025-03-27,Self,4,4,Self Review
SA000003577,W00000492,SK00035,2025-08-20,Self,3,4,Self Review
SA000003591,W00000493,SK00002,2025-06-06,System,3,3,Course Assessment
SA000003592,W00000493,SK00002,2026-03-22,Self,2,3,Self Review
SA000003590,W00000493,SK00019,2025-12-24,Manager,1,2,Manager Review
SA000003580,W00000493,SK00026,2024-11-18,Manager,1,1,Manager Review
SA000003579,W00000493,SK00026,2026-05-30,Manager,1,1,Manager Review
SA000003586,W00000493,SK00027,2025-02-25,Manager,1,2,Manager Review
SA000003585,W00000493,SK00027,2025-09-12,Self,2,2,Self Review
SA000003587,W00000493,SK00028,2025-11-21,Manager,4,4,Manager Review
SA000003584,W00000493,SK00029,2026-05-15,Self,2,3,Self Review
SA000003581,W00000493,SK00032,2024-11-09,Self,3,3,Project Evidence
SA000003583,W00000493,SK00032,2025-06-15,Manager,3,3,Manager Review
SA000003582,W00000493,SK00032,2025-12-04,Manager,3,3,Manager Review
SA000003588,W00000493,SK00033,2024-09-28,Self,1,2,Self Review
SA000003589,W00000493,SK00033,2026-06-14,Manager,2,2,Manager Review
SA000003595,W00000494,SK00021,2025-08-29,Self,3,4,Project Evidence
SA000003594,W00000494,SK00026,2024-07-21,Manager,3,3,Manager Review
SA000003593,W00000494,SK00029,2025-12-09,System,2,2,Certification Exam
SA000003596,W00000494,SK00033,2024-12-09,Self,1,2,Project Evidence
SA000003597,W00000494,SK00033,2026-01-02,Manager,2,2,Manager Review
SA000003603,W00000495,SK00022,2025-11-12,Self,4,4,Self Review
SA000003598,W00000495,SK00026,2025-12-19,Manager,5,5,Manager Review
SA000003600,W00000495,SK00028,2024-12-24,System,3,3,Course Assessment
SA000003599,W00000495,SK00029,2024-08-29,Manager,3,3,Manager Review
SA000003601,W00000495,SK00033,2024-07-17,Manager,1,2,Manager Review
SA000003602,W00000495,SK00033,2025-03-22,System,2,2,Certification Exam
SA000003608,W00000496,SK00011,2025-08-07,Manager,1,1,Manager Review
SA000003607,W00000496,SK00026,2025-11-15,Manager,3,3,Manager Review
SA000003606,W00000496,SK00026,2026-04-10,Manager,2,3,Manager Review
SA000003609,W00000496,SK00028,2026-01-31,Manager,4,5,Manager Review
SA000003605,W00000496,SK00029,2025-01-22,Self,2,3,Self Review
SA000003604,W00000496,SK00029,2025-04-14,Manager,3,3,Manager Review
SA000003615,W00000497,SK00005,2025-06-09,Self,4,4,Self Review
SA000003616,W00000497,SK00008,2024-10-30,System,1,1,Course Assessment
SA000003617,W00000497,SK00008,2025-03-12,Self,1,1,Project Evidence
SA000003612,W00000497,SK00009,2025-06-30,System,3,4,Course Assessment
SA000003613,W00000497,SK00009,2025-12-09,Manager,4,4,Manager Review
SA000003611,W00000497,SK00010,2024-11-13,Manager,3,3,Manager Review
SA000003610,W00000497,SK00010,2025-12-29,Manager,3,3,Manager Review
SA000003614,W00000497,SK00021,2025-10-07,System,3,3,Course Assessment
SA000003620,W00000498,SK00006,2025-07-02,Self,4,4,Self Review
SA000003621,W00000498,SK00007,2026-01-05,Self,4,4,Self Review
SA000003622,W00000498,SK00007,2026-05-24,Manager,4,4,Manager Review
SA000003626,W00000498,SK00008,2025-06-01,System,2,3,Certification Exam
SA000003619,W00000498,SK00010,2025-12-17,Self,3,3,Self Review
SA000003618,W00000498,SK00010,2026-02-15,Manager,3,3,Manager Review
SA000003625,W00000498,SK00013,2024-09-13,Self,3,3,Self Review
SA000003624,W00000498,SK00023,2025-02-03,Self,3,3,Project Evidence
SA000003623,W00000498,SK00023,2025-08-26,Self,2,3,Self Review
SA000003637,W00000499,SK00008,2025-12-20,Manager,3,3,Manager Review
SA000003628,W00000499,SK00010,2025-01-27,Manager,2,3,Manager Review
SA000003627,W00000499,SK00010,2025-08-23,System,3,3,Certification Exam
SA000003636,W00000499,SK00019,2025-04-29,Manager,2,3,Manager Review
SA000003633,W00000499,SK00023,2025-11-04,Self,3,3,Self Review
SA000003634,W00000499,SK00027,2024-07-08,Self,3,3,Project Evidence
SA000003635,W00000499,SK00027,2025-12-18,System,2,3,Course Assessment
SA000003630,W00000499,SK00032,2024-08-27,System,1,2,Course Assessment
SA000003629,W00000499,SK00032,2025-12-15,Manager,2,2,Manager Review
SA000003631,W00000499,SK00035,2024-11-05,System,3,3,Course Assessment
SA000003632,W00000499,SK00035,2026-04-28,System,3,3,Course Assessment
SA000003644,W00000500,SK00005,2025-08-26,System,4,5,Course Assessment
SA000003640,W00000500,SK00007,2024-07-28,Self,3,4,Project Evidence
SA000003641,W00000500,SK00008,2025-03-11,Self,2,3,Self Review
SA000003646,W00000500,SK00009,2026-01-11,System,1,2,Certification Exam
SA000003638,W00000500,SK00010,2025-07-24,Self,4,4,Self Review
SA000003642,W00000500,SK00015,2024-10-16,Manager,4,4,Manager Review
SA000003643,W00000500,SK00015,2026-04-21,Manager,4,4,Manager Review
SA000003645,W00000500,SK00022,2024-12-01,Manager,2,3,Manager Review
SA000003639,W00000500,SK00032,2025-02-13,System,4,4,Certification Exam
SA000003650,W00000501,SK00005,2025-08-05,Self,2,3,Project Evidence
SA000003651,W00000501,SK00005,2026-05-14,Self,3,3,Self Review
SA000003648,W00000501,SK00006,2025-12-06,Manager,3,3,Manager Review
SA000003649,W00000501,SK00006,2026-03-29,System,2,3,Course Assessment
SA000003652,W00000501,SK00008,2024-10-25,System,2,3,Certification Exam
SA000003647,W00000501,SK00024,2025-05-14,System,3,3,Certification Exam
SA000003656,W00000502,SK00011,2026-03-18,Self,4,4,Project Evidence
SA000003653,W00000502,SK00024,2024-12-11,Self,3,3,Self Review
SA000003655,W00000502,SK00026,2025-02-20,Manager,3,3,Manager Review
SA000003654,W00000502,SK00026,2025-12-07,Manager,2,3,Manager Review
SA000003658,W00000502,SK00027,2024-08-19,Self,2,3,Self Review
SA000003657,W00000502,SK00027,2025-05-05,System,2,3,Certification Exam
SA000003661,W00000503,SK00016,2025-07-04,Self,1,1,Self Review
SA000003665,W00000503,SK00022,2025-06-04,System,3,3,Course Assessment
SA000003666,W00000503,SK00022,2025-12-25,System,3,3,Course Assessment
SA000003659,W00000503,SK00026,2025-05-02,Self,3,3,Project Evidence
SA000003662,W00000503,SK00028,2026-01-07,Manager,3,3,Manager Review
SA000003660,W00000503,SK00029,2024-10-08,System,4,4,Certification Exam
SA000003664,W00000503,SK00033,2025-04-18,Self,3,3,Self Review
SA000003663,W00000503,SK00033,2026-06-22,Manager,3,3,Manager Review
SA000003675,W00000504,SK00002,2024-07-20,Self,4,5,Project Evidence
SA000003674,W00000504,SK00002,2025-04-19,Self,4,5,Project Evidence
SA000003673,W00000504,SK00003,2025-12-13,Manager,3,3,Manager Review
SA000003670,W00000504,SK00011,2025-02-09,Self,1,1,Self Review
SA000003669,W00000504,SK00011,2026-01-06,System,1,1,Course Assessment
SA000003668,W00000504,SK00011,2026-05-30,Self,1,1,Self Review
SA000003671,W00000504,SK00019,2024-11-08,System,4,4,Course Assessment
SA000003667,W00000504,SK00024,2026-05-03,Manager,2,3,Manager Review
SA000003672,W00000504,SK00036,2026-02-26,Manager,1,1,Manager Review
SA000003681,W00000506,SK00002,2024-11-04,Self,4,5,Project Evidence
SA000003680,W00000506,SK00002,2025-07-20,Manager,5,5,Manager Review
SA000003682,W00000506,SK00002,2026-04-09,System,4,5,Certification Exam
SA000003677,W00000506,SK00011,2025-05-26,Self,1,1,Self Review
SA000003676,W00000506,SK00024,2025-03-08,System,3,4,Course Assessment
SA000003678,W00000506,SK00027,2025-05-10,System,3,3,Certification Exam
SA000003679,W00000506,SK00028,2025-11-22,Self,4,4,Self Review
SA000003685,W00000507,SK00005,2026-06-20,Manager,1,1,Manager Review
SA000003684,W00000507,SK00006,2026-02-11,System,3,4,Course Assessment
SA000003686,W00000507,SK00013,2026-02-20,System,4,4,Course Assessment
SA000003683,W00000507,SK00029,2025-06-14,System,3,3,Certification Exam
SA000003696,W00000508,SK00001,2026-01-30,Self,3,4,Self Review
SA000003697,W00000508,SK00009,2024-10-03,Self,3,4,Project Evidence
SA000003689,W00000508,SK00016,2024-11-20,Manager,2,2,Manager Review
SA000003695,W00000508,SK00020,2025-03-06,Self,3,3,Self Review
SA000003694,W00000508,SK00020,2026-05-29,System,2,3,Certification Exam
SA000003688,W00000508,SK00021,2025-04-19,System,1,2,Course Assessment
SA000003690,W00000508,SK00028,2024-10-26,Manager,5,5,Manager Review
SA000003687,W00000508,SK00031,2024-12-23,Self,1,2,Self Review
SA000003693,W00000508,SK00033,2024-09-05,Self,2,2,Self Review
SA000003691,W00000508,SK00033,2024-10-18,System,1,2,Certification Exam
SA000003692,W00000508,SK00033,2024-12-04,Manager,2,2,Manager Review
SA000003700,W00000509,SK00011,2025-09-19,Self,4,4,Project Evidence
SA000003699,W00000509,SK00026,2025-08-09,Self,1,1,Project Evidence
SA000003701,W00000509,SK00027,2024-07-16,System,1,1,Course Assessment
SA000003702,W00000509,SK00028,2026-05-27,Manager,4,4,Manager Review
SA000003698,W00000509,SK00031,2026-03-03,Self,2,3,Self Review
SA000003703,W00000509,SK00033,2024-11-19,Self,2,3,Self Review
SA000003705,W00000509,SK00040,2024-08-14,Manager,2,3,Manager Review
SA000003706,W00000509,SK00040,2025-03-20,Manager,3,3,Manager Review
SA000003704,W00000509,SK00040,2025-04-20,System,3,3,Course Assessment
SA000003715,W00000511,SK00005,2024-09-08,Manager,2,2,Manager Review
SA000003710,W00000511,SK00017,2024-07-23,Self,2,2,Project Evidence
SA000003711,W00000511,SK00017,2025-05-13,Self,2,2,Self Review
SA000003712,W00000511,SK00018,2024-09-20,System,3,3,Certification Exam
SA000003714,W00000511,SK00019,2024-07-26,Manager,2,3,Manager Review
SA000003713,W00000511,SK00027,2025-04-22,Manager,3,4,Manager Review
SA000003709,W00000511,SK00031,2025-12-18,System,2,3,Course Assessment
SA000003708,W00000511,SK00031,2026-06-22,Self,3,3,Self Review
SA000003707,W00000511,SK00040,2026-04-30,Self,2,2,Project Evidence
SA000003720,W00000512,SK00011,2024-08-15,Manager,1,2,Manager Review
SA000003721,W00000512,SK00016,2024-09-18,System,3,3,Course Assessment
SA000003722,W00000512,SK00016,2026-02-27,System,3,3,Course Assessment
SA000003716,W00000512,SK00024,2026-02-06,System,4,5,Certification Exam
SA000003719,W00000512,SK00026,2024-07-06,Self,5,5,Self Review
SA000003718,W00000512,SK00031,2024-07-04,Self,2,3,Project Evidence
SA000003717,W00000512,SK00031,2026-06-19,System,2,3,Course Assessment
SA000003725,W00000513,SK00018,2025-11-13,System,1,1,Course Assessment
SA000003727,W00000513,SK00021,2026-03-22,Manager,3,4,Manager Review
SA000003726,W00000513,SK00027,2024-10-15,System,1,1,Course Assessment
SA000003723,W00000513,SK00031,2024-12-24,Self,1,2,Project Evidence
SA000003724,W00000513,SK00031,2025-09-28,System,1,2,Certification Exam
SA000003732,W00000514,SK00007,2024-11-01,Self,2,2,Project Evidence
SA000003731,W00000514,SK00007,2025-04-17,System,1,2,Course Assessment
SA000003733,W00000514,SK00009,2024-07-04,Self,2,3,Self Review
SA000003728,W00000514,SK00010,2026-06-10,Self,2,3,Self Review
SA000003729,W00000514,SK00015,2025-08-24,Self,1,2,Self Review
SA000003730,W00000514,SK00015,2026-03-17,Self,2,2,Self Review
SA000003744,W00000515,SK00005,2026-04-15,System,4,4,Certification Exam
SA000003740,W00000515,SK00007,2024-11-08,System,2,2,Course Assessment
SA000003739,W00000515,SK00007,2025-10-31,Self,2,2,Self Review
SA000003745,W00000515,SK00008,2025-12-03,Self,4,4,Project Evidence
SA000003737,W00000515,SK00010,2024-12-24,System,3,3,Course Assessment
SA000003736,W00000515,SK00010,2025-07-24,Self,3,3,Project Evidence
SA000003738,W00000515,SK00010,2026-05-03,Manager,3,3,Manager Review
SA000003741,W00000515,SK00015,2024-09-29,System,2,3,Course Assessment
SA000003743,W00000515,SK00016,2024-10-24,Manager,3,3,Manager Review
SA000003742,W00000515,SK00016,2024-10-31,Self,3,3,Project Evidence
SA000003734,W00000515,SK00024,2025-12-16,Self,3,4,Self Review
SA000003735,W00000515,SK00030,2024-11-29,Self,1,1,Self Review
SA000003751,W00000516,SK00008,2025-10-28,System,4,4,Certification Exam
SA000003747,W00000516,SK00010,2025-06-10,Self,3,3,Self Review
SA000003748,W00000516,SK00014,2024-08-17,System,2,2,Course Assessment
SA000003746,W00000516,SK00024,2026-01-16,System,1,1,Course Assessment
SA000003749,W00000516,SK00029,2025-11-03,System,2,3,Course Assessment
SA000003750,W00000516,SK00039,2024-07-14,Self,3,3,Self Review
SA000003754,W00000517,SK00006,2025-07-10,System,2,2,Course Assessment
SA000003759,W00000517,SK00015,2024-11-13,Self,3,3,Project Evidence
SA000003753,W00000517,SK00017,2024-11-19,System,5,5,Course Assessment
SA000003752,W00000517,SK00017,2025-10-30,Self,5,5,Self Review
SA000003755,W00000517,SK00018,2026-04-15,Manager,4,4,Manager Review
SA000003758,W00000517,SK00023,2024-07-22,System,2,2,Course Assessment
SA000003760,W00000517,SK00028,2024-07-24,Self,4,4,Self Review
SA000003756,W00000517,SK00029,2025-05-11,Manager,2,3,Manager Review
SA000003757,W00000517,SK00029,2025-05-11,System,3,3,Course Assessment
SA000003761,W00000517,SK00033,2024-08-02,Manager,2,2,Manager Review
SA000003765,W00000518,SK00002,2025-11-12,Self,3,4,Project Evidence
SA000003764,W00000518,SK00002,2026-02-18,System,4,4,Certification Exam
SA000003763,W00000518,SK00003,2025-05-23,System,1,1,Course Assessment
SA000003766,W00000518,SK00004,2025-11-26,Self,3,3,Self Review
SA000003762,W00000518,SK00036,2025-09-24,System,2,2,Certification Exam
SA000003772,W00000519,SK00005,2024-07-16,Self,2,2,Self Review
SA000003768,W00000519,SK00006,2024-11-05,Self,3,3,Self Review
SA000003769,W00000519,SK00006,2024-12-02,Self,3,3,Self Review
SA000003773,W00000519,SK00009,2024-09-14,Manager,3,4,Manager Review
SA000003767,W00000519,SK00010,2025-06-26,Self,1,1,Project Evidence
SA000003771,W00000519,SK00018,2024-12-25,System,2,2,Course Assessment
SA000003770,W00000519,SK00018,2025-07-28,Self,2,2,Self Review
SA000003777,W00000520,SK00023,2024-12-21,System,3,3,Course Assessment
SA000003774,W00000520,SK00026,2025-09-20,Manager,4,4,Manager Review
SA000003778,W00000520,SK00027,2025-08-31,System,3,3,Certification Exam
SA000003776,W00000520,SK00029,2024-08-02,Self,4,4,Self Review
SA000003775,W00000520,SK00029,2024-10-30,Manager,3,4,Manager Review
SA000003779,W00000520,SK00033,2025-11-26,System,2,3,Certification Exam
SA000003791,W00000521,SK00008,2026-06-05,System,2,3,Certification Exam
SA000003787,W00000521,SK00020,2025-02-22,Self,2,2,Self Review
SA000003786,W00000521,SK00020,2025-06-03,Manager,2,2,Manager Review
SA000003783,W00000521,SK00023,2024-08-29,Manager,3,4,Manager Review
SA000003781,W00000521,SK00023,2024-10-04,Self,4,4,Project Evidence
SA000003782,W00000521,SK00023,2025-09-02,Manager,4,4,Manager Review
SA000003790,W00000521,SK00025,2024-07-14,System,3,4,Course Assessment
SA000003789,W00000521,SK00025,2025-07-21,System,3,4,Certification Exam
SA000003788,W00000521,SK00025,2025-08-27,Self,3,4,Project Evidence
SA000003785,W00000521,SK00027,2025-03-20,Self,2,3,Self Review
SA000003780,W00000521,SK00031,2025-07-07,Manager,3,3,Manager Review
SA000003784,W00000521,SK00039,2026-01-16,Manager,3,3,Manager Review
SA000003798,W00000522,SK00004,2025-01-01,System,2,2,Course Assessment
SA000003794,W00000522,SK00006,2026-04-09,Self,4,4,Self Review
SA000003795,W00000522,SK00007,2025-03-21,Self,3,3,Project Evidence
SA000003796,W00000522,SK00007,2025-09-01,System,2,3,Certification Exam
SA000003800,W00000522,SK00008,2025-03-30,System,5,5,Certification Exam
SA000003799,W00000522,SK00008,2025-08-19,System,4,5,Course Assessment
SA000003793,W00000522,SK00010,2024-10-24,System,1,1,Course Assessment
SA000003792,W00000522,SK00010,2026-05-29,Manager,1,1,Manager Review
SA000003797,W00000522,SK00016,2024-10-07,System,4,5,Course Assessment
SA000003806,W00000523,SK00002,2024-07-20,Manager,3,3,Manager Review
SA000003805,W00000523,SK00002,2025-10-01,System,3,3,Course Assessment
SA000003804,W00000523,SK00006,2025-01-19,System,4,4,Course Assessment
SA000003802,W00000523,SK00010,2025-04-21,Manager,2,2,Manager Review
SA000003801,W00000523,SK00010,2025-07-23,System,2,2,Course Assessment
SA000003803,W00000523,SK00024,2025-11-09,System,2,2,Course Assessment
SA000003810,W00000525,SK00010,2025-11-10,Self,4,4,Project Evidence
SA000003809,W00000525,SK00018,2025-01-03,System,1,2,Certification Exam
SA000003807,W00000525,SK00026,2026-06-04,Self,5,5,Self Review
SA000003808,W00000525,SK00029,2026-01-15,Self,2,2,Self Review
SA000003819,W00000526,SK00005,2024-08-07,System,1,2,Course Assessment
SA000003817,W00000526,SK00005,2024-09-11,Self,1,2,Self Review
SA000003818,W00000526,SK00005,2026-03-03,Self,2,2,Self Review
SA000003814,W00000526,SK00015,2025-06-25,Self,4,5,Project Evidence
SA000003812,W00000526,SK00017,2024-12-21,Manager,3,3,Manager Review
SA000003813,W00000526,SK00017,2025-02-12,Self,3,3,Project Evidence
SA000003816,W00000526,SK00027,2024-08-31,Manager,2,2,Manager Review
SA000003815,W00000526,SK00027,2025-03-16,Manager,2,2,Manager Review
SA000003811,W00000526,SK00031,2024-08-24,System,5,5,Course Assessment
SA000003823,W00000527,SK00018,2024-10-28,Manager,2,2,Manager Review
SA000003822,W00000527,SK00018,2026-04-17,Self,2,2,Self Review
SA000003829,W00000527,SK00020,2026-02-02,System,2,3,Certification Exam
SA000003830,W00000527,SK00022,2025-10-16,Self,5,5,Self Review
SA000003821,W00000527,SK00026,2025-02-24,System,5,5,Course Assessment
SA000003820,W00000527,SK00026,2025-08-05,Self,5,5,Self Review
SA000003825,W00000527,SK00027,2026-04-25,Manager,5,5,Manager Review
SA000003827,W00000527,SK00028,2025-06-18,System,4,4,Certification Exam
SA000003826,W00000527,SK00028,2026-02-27,Self,4,4,Self Review
SA000003824,W00000527,SK00032,2025-12-18,Manager,2,2,Manager Review
SA000003828,W00000527,SK00033,2025-04-19,Manager,2,2,Manager Review
SA000003839,W00000528,SK00008,2024-10-19,Manager,4,4,Manager Review
SA000003836,W00000528,SK00016,2026-02-24,Self,3,3,Self Review
SA000003837,W00000528,SK00020,2024-11-22,System,1,1,Course Assessment
SA000003838,W00000528,SK00022,2025-06-26,System,3,3,Course Assessment
SA000003831,W00000528,SK00024,2025-08-11,Self,5,5,Project Evidence
SA000003832,W00000528,SK00024,2025-10-27,System,5,5,Course Assessment
SA000003833,W00000528,SK00026,2025-02-09,Self,3,3,Project Evidence
SA000003835,W00000528,SK00029,2026-01-12,Manager,3,3,Manager Review
