performance_review_id,worker_id,review_year,review_cycle,review_type,overall_rating,overall_rating_label,potential_rating,promotion_readiness,gen_ai_readiness,manager_rating,self_rating,calibration_adjustment,review_status,review_completion_date
PR00003899,W00001071,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,3,None,Completed,2022-03-11
PR00003900,W00001071,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,3,4,None,Completed,2023-01-27
PR00003901,W00001071,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,3,Upward,Completed,2024-01-22
PR00003902,W00001071,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 3+ Years,Low,4,4,None,Completed,2025-02-14
PR00003903,W00001071,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,4,None,Manager Review Pending,
PR00003904,W00001072,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,3,5,Upward,Completed,2026-01-01
PR00003905,W00001073,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,3,None,Completed,2022-03-12
PR00003906,W00001073,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,2,3,None,Completed,2023-04-02
PR00003907,W00001073,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,Low,4,4,None,Completed,2024-02-26
PR00003908,W00001073,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2025-01-28
PR00003909,W00001073,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,3,None,Completed,2026-03-24
PR00003910,W00001074,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,5,None,In Progress,
PR00003911,W00001074,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,2,2,None,Completed,2023-02-07
PR00003912,W00001074,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,High,2,1,None,Completed,2024-01-07
PR00003913,W00001074,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Expert,4,5,None,Completed,2025-03-14
PR00003914,W00001074,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,5,4,Downward,Completed,2026-03-28
PR00003915,W00001075,2021,2021 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,High,3,3,None,Completed,2022-02-02
PR00003916,W00001075,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,4,5,None,Completed,2023-02-22
PR00003917,W00001075,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,3,3,None,Completed,2024-03-25
PR00003918,W00001075,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2025-03-04
PR00003919,W00001075,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready Now,Low,5,4,None,Completed,2026-02-25
PR00003920,W00001076,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,3,None,Completed,2022-01-25
PR00003921,W00001076,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Expert,3,4,None,Completed,2023-03-02
PR00003922,W00001076,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,5,None,Completed,2024-01-28
PR00003923,W00001076,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,3,2,None,Completed,2025-03-25
PR00003924,W00001076,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready Now,High,5,5,None,Completed,2026-02-18
PR00003925,W00001077,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,5,None,Completed,2022-02-25
PR00003926,W00001077,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready Now,Medium,3,3,None,Completed,2023-02-23
PR00003927,W00001077,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,3,3,None,Completed,2024-02-13
PR00003928,W00001077,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2025-03-03
PR00003929,W00001077,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2026-04-19
PR00003930,W00001078,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,4,5,Upward,Completed,2026-03-27
PR00003931,W00001079,2021,2021 Annual Review,Annual,3,Meets Expectations,Low,Ready in 1 Year,Low,3,3,None,Completed,2022-02-21
PR00003932,W00001079,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,4,5,None,Completed,2023-01-10
PR00003933,W00001079,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,High,5,5,None,In Progress,
PR00003934,W00001079,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready Now,Expert,5,5,None,Completed,2025-03-02
PR00003935,W00001079,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,3,None,Completed,2026-02-17
PR00003936,W00001080,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,4,None,Completed,2025-02-26
PR00003937,W00001080,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,4,4,Downward,Completed,2026-04-18
PR00003938,W00001081,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,3,None,Completed,2022-03-26
PR00003939,W00001081,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready Now,Low,5,5,None,Completed,2023-03-03
PR00003940,W00001081,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,5,None,Completed,2024-03-14
PR00003941,W00001081,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,High,5,5,None,Completed,2025-03-19
PR00003942,W00001081,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,High,2,3,Upward,Completed,2026-02-16
PR00003943,W00001082,2021,2021 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,High,5,5,None,Completed,2022-02-09
PR00003944,W00001082,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready Now,Expert,4,3,None,Completed,2023-02-25
PR00003945,W00001082,2023,2023 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Expert,5,5,None,Completed,2024-04-13
PR00003946,W00001082,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,5,None,Completed,2025-02-16
PR00003947,W00001082,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,3,4,Upward,Completed,2026-01-14
PR00003948,W00001083,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2024-01-15
PR00003949,W00001083,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,4,None,Completed,2025-02-09
PR00003950,W00001083,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2026-03-26
PR00003951,W00001084,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2025-01-15
PR00003952,W00001084,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Expert,3,3,None,Completed,2026-02-21
PR00003953,W00001085,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,4,4,None,Completed,2023-04-13
PR00003954,W00001085,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,2,3,Upward,Completed,2024-03-13
PR00003955,W00001085,2024,2024 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,Medium,2,3,Upward,Completed,2025-03-13
PR00003956,W00001085,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,3,3,None,Completed,2026-04-09
PR00003957,W00001086,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2024-03-16
PR00003958,W00001086,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,4,None,Completed,2025-01-04
PR00003959,W00001086,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,5,None,Completed,2026-01-03
PR00003960,W00001087,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,3,None,Completed,2022-03-09
PR00003961,W00001087,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2023-02-03
PR00003962,W00001087,2023,2023 Annual Review,Annual,1,Needs Improvement,Low,Ready in 2 Years,Low,1,1,None,Completed,2024-01-04
PR00003963,W00001087,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready Now,Low,3,3,None,Completed,2025-03-24
PR00003964,W00001087,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,2,None,Completed,2026-02-15
PR00003965,W00001088,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,3,3,Upward,Completed,2025-04-23
PR00003966,W00001088,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Medium,4,2,Downward,Completed,2026-03-16
PR00003967,W00001089,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,5,None,Manager Review Pending,
PR00003968,W00001089,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,2,3,Upward,Completed,2023-03-19
PR00003969,W00001089,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,In Progress,
PR00003970,W00001089,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,3,None,Completed,2025-02-24
PR00003971,W00001089,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Expert,1,3,Upward,Completed,2026-02-12
PR00003972,W00001090,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,3,None,Completed,2022-02-04
PR00003973,W00001090,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Low,3,3,None,Completed,2023-02-21
PR00003974,W00001090,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Medium,3,3,None,Completed,2024-02-26
PR00003975,W00001090,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,3,4,Upward,Completed,2025-03-10
PR00003976,W00001090,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,4,None,Completed,2026-04-24
PR00003977,W00001092,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,2,None,Completed,2026-02-09
PR00003978,W00001093,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,3,None,Completed,2026-02-02
PR00003979,W00001094,2024,2024 Annual Review,Annual,1,Needs Improvement,Moderate,Ready in 3+ Years,High,1,1,None,In Progress,
PR00003980,W00001094,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,4,None,Completed,2026-02-01
PR00003981,W00001097,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,3,None,Completed,2023-01-15
PR00003982,W00001097,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Not Started,
PR00003983,W00001097,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,5,None,Completed,2025-03-02
PR00003984,W00001097,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,High,4,5,Upward,Completed,2026-03-13
PR00003985,W00001098,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,4,None,Completed,2024-03-27
PR00003986,W00001098,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2025-04-24
PR00003987,W00001098,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,5,None,Completed,2026-03-01
PR00003988,W00001099,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Low,3,3,None,Completed,2024-01-18
PR00003989,W00001099,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2025-04-16
PR00003990,W00001099,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,4,None,Completed,2026-01-11
PR00003991,W00001100,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,5,5,Downward,Completed,2022-01-25
PR00003992,W00001101,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,2,None,Completed,2023-02-06
PR00003993,W00001101,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,4,4,Downward,Completed,2024-03-07
PR00003994,W00001101,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Low,4,3,Downward,Completed,2025-02-01
PR00003995,W00001101,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,3,None,Completed,2026-02-09
PR00003996,W00001102,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Medium,4,4,None,Completed,2022-02-08
PR00003997,W00001102,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Expert,3,3,None,In Progress,
PR00003998,W00001102,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,3,None,Completed,2024-01-24
PR00003999,W00001102,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,3,3,None,Completed,2025-01-03
PR00004000,W00001102,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2026-04-26
PR00004001,W00001103,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Expert,4,5,None,Completed,2022-04-23
PR00004002,W00001103,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,4,None,Completed,2023-03-09
PR00004003,W00001103,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Medium,4,4,None,Completed,2024-03-21
PR00004004,W00001103,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2025-04-26
PR00004005,W00001103,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,4,None,Manager Review Pending,
PR00004006,W00001104,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,4,None,Completed,2023-02-05
PR00004007,W00001104,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,3,3,None,Completed,2024-02-18
PR00004008,W00001104,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2025-02-17
PR00004009,W00001104,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,3,None,In Progress,
PR00004010,W00001105,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,4,None,In Progress,
PR00004011,W00001105,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Medium,5,4,None,Completed,2025-02-20
PR00004012,W00001105,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2026-02-07
PR00004013,W00001106,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Medium,5,4,Downward,Completed,2025-04-05
PR00004014,W00001106,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,3,None,Completed,2026-02-09
PR00004015,W00001107,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,5,None,Completed,2022-02-03
PR00004016,W00001107,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,4,None,Completed,2023-03-07
PR00004017,W00001107,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,3,None,Completed,2024-03-12
PR00004018,W00001107,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 3+ Years,High,2,3,None,Completed,2025-03-12
PR00004019,W00001107,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Low,4,5,None,Completed,2026-01-10
PR00004020,W00001108,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,3,4,Upward,Completed,2022-03-20
PR00004021,W00001108,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,3,None,Completed,2023-02-17
PR00004022,W00001108,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,High,2,3,None,Completed,2024-03-26
PR00004023,W00001108,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,4,None,Completed,2025-03-24
PR00004024,W00001108,2025,2025 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Expert,5,5,None,Completed,2026-04-11
PR00004025,W00001109,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Medium,5,5,None,Completed,2025-03-17
PR00004026,W00001109,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2026-02-07
PR00004027,W00001110,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Low,4,5,None,Completed,2022-01-15
PR00004028,W00001110,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Low,4,5,None,Completed,2023-03-22
PR00004029,W00001110,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,Low,4,5,None,Completed,2024-02-17
PR00004030,W00001110,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,4,4,None,Completed,2025-03-12
PR00004031,W00001110,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Low,4,4,None,Completed,2026-01-03
PR00004032,W00001111,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,Downward,Completed,2023-02-12
PR00004033,W00001111,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,3,None,Completed,2024-03-15
PR00004034,W00001111,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 1 Year,Low,3,4,None,Completed,2025-03-07
PR00004035,W00001111,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready Now,Medium,3,3,None,Completed,2026-01-01
PR00004036,W00001112,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Expert,5,4,Downward,Completed,2024-03-18
PR00004037,W00001112,2024,2024 Annual Review,Annual,1,Needs Improvement,Moderate,Ready in 2 Years,Expert,1,1,None,Completed,2025-04-25
PR00004038,W00001112,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Expert,2,2,None,Completed,2026-02-22
PR00004039,W00001113,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2023-02-16
PR00004040,W00001113,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2024-03-19
PR00004041,W00001113,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Expert,3,3,None,Not Started,
PR00004042,W00001113,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,2,3,Upward,Completed,2026-02-01
PR00004043,W00001114,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2025-02-26
