compensation_grade_id,global_grade,career_level,job_family,market_reference_zone,salary_band_min,salary_band_mid,salary_band_max,bonus_target,currency,country,geo_differential,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_role_category
CG000547,G07,Director,Audit Assurance,Asia Emerging,63000,115000,165000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000548,G08,Partner,Audit Assurance,Asia Emerging,100000,250000,405000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000549,G09,Executive,Audit Assurance,Asia Emerging,160000,405000,645000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000550,G01,Intern,Corporate Tax,Asia Emerging,8000,10000,13000,0.0,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000551,G02,Analyst,Corporate Tax,Asia Emerging,16000,22000,27000,0.03,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000552,G03,Consultant,Corporate Tax,Asia Emerging,21000,30000,39000,0.05,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000553,G04,Senior Consultant,Corporate Tax,Asia Emerging,28000,40000,52000,0.08,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000554,G05,Manager,Corporate Tax,Asia Emerging,36000,55000,75000,0.12,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000555,G06,Senior Manager,Corporate Tax,Asia Emerging,50000,77000,105000,0.18,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000556,G07,Director,Corporate Tax,Asia Emerging,63000,115000,165000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000557,G08,Partner,Corporate Tax,Asia Emerging,100000,250000,405000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000558,G09,Executive,Corporate Tax,Asia Emerging,160000,405000,645000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000559,G01,Intern,Technology Consulting,Asia Emerging,8000,11000,14000,0.0,INR,India,0.32,High,0.08,AI Product / Transformation
CG000560,G02,Analyst,Technology Consulting,Asia Emerging,18000,24000,30000,0.03,INR,India,0.32,High,0.08,AI Product / Transformation
CG000561,G03,Consultant,Technology Consulting,Asia Emerging,24000,34000,44000,0.05,INR,India,0.32,High,0.08,AI Product / Transformation
CG000562,G04,Senior Consultant,Technology Consulting,Asia Emerging,31000,45000,58000,0.08,INR,India,0.32,High,0.08,AI Product / Transformation
CG000563,G05,Manager,Technology Consulting,Asia Emerging,40000,62000,83000,0.12,INR,India,0.32,High,0.08,AI Product / Transformation
CG000564,G06,Senior Manager,Technology Consulting,Asia Emerging,56000,86000,115000,0.18,INR,India,0.32,High,0.08,AI Product / Transformation
CG000565,G07,Director,Technology Consulting,Asia Emerging,70000,125000,185000,0.25,INR,India,0.32,High,0.08,AI Product / Transformation
CG000566,G08,Partner,Technology Consulting,Asia Emerging,110000,280000,450000,0.4,INR,India,0.32,High,0.08,AI Product / Transformation
CG000567,G09,Executive,Technology Consulting,Asia Emerging,180000,450000,715000,0.5,INR,India,0.32,High,0.08,AI Product / Transformation
CG000568,G01,Intern,Strategy Consulting,Asia Emerging,8000,10000,13000,0.0,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000569,G02,Analyst,Strategy Consulting,Asia Emerging,16000,22000,27000,0.03,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000570,G03,Consultant,Strategy Consulting,Asia Emerging,21000,30000,39000,0.05,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000571,G04,Senior Consultant,Strategy Consulting,Asia Emerging,28000,40000,52000,0.08,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000572,G05,Manager,Strategy Consulting,Asia Emerging,36000,55000,75000,0.12,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000573,G06,Senior Manager,Strategy Consulting,Asia Emerging,50000,77000,105000,0.18,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000574,G07,Director,Strategy Consulting,Asia Emerging,63000,115000,165000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000575,G08,Partner,Strategy Consulting,Asia Emerging,100000,250000,405000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000576,G09,Executive,Strategy Consulting,Asia Emerging,160000,405000,645000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000577,G01,Intern,Human Capital,Asia Emerging,8000,10000,13000,0.0,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000578,G02,Analyst,Human Capital,Asia Emerging,16000,22000,27000,0.03,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000579,G03,Consultant,Human Capital,Asia Emerging,21000,30000,39000,0.05,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000580,G04,Senior Consultant,Human Capital,Asia Emerging,28000,40000,52000,0.08,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000581,G05,Manager,Human Capital,Asia Emerging,36000,55000,75000,0.12,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000582,G06,Senior Manager,Human Capital,Asia Emerging,50000,77000,105000,0.18,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000583,G07,Director,Human Capital,Asia Emerging,63000,115000,165000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000584,G08,Partner,Human Capital,Asia Emerging,100000,250000,405000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000585,G09,Executive,Human Capital,Asia Emerging,160000,405000,645000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000586,G01,Intern,Cyber Risk,Asia Emerging,8000,11000,14000,0.0,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000587,G02,Analyst,Cyber Risk,Asia Emerging,18000,24000,30000,0.03,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000588,G03,Consultant,Cyber Risk,Asia Emerging,24000,34000,44000,0.05,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000589,G04,Senior Consultant,Cyber Risk,Asia Emerging,31000,45000,58000,0.08,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000590,G05,Manager,Cyber Risk,Asia Emerging,40000,62000,83000,0.12,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000591,G06,Senior Manager,Cyber Risk,Asia Emerging,56000,86000,115000,0.18,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000592,G07,Director,Cyber Risk,Asia Emerging,70000,125000,185000,0.25,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000593,G08,Partner,Cyber Risk,Asia Emerging,110000,280000,450000,0.4,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000594,G09,Executive,Cyber Risk,Asia Emerging,180000,450000,715000,0.5,INR,India,0.32,High,0.08,AI Risk / Compliance
CG000595,G01,Intern,Regulatory Risk,Asia Emerging,8000,10000,13000,0.0,INR,India,0.32,High,0.08,AI Governance
CG000596,G02,Analyst,Regulatory Risk,Asia Emerging,17000,22000,28000,0.03,INR,India,0.32,High,0.08,AI Governance
CG000597,G03,Consultant,Regulatory Risk,Asia Emerging,22000,31000,40000,0.05,INR,India,0.32,High,0.08,AI Governance
CG000598,G04,Senior Consultant,Regulatory Risk,Asia Emerging,29000,41000,54000,0.08,INR,India,0.32,High,0.08,AI Governance
CG000599,G05,Manager,Regulatory Risk,Asia Emerging,37000,57000,77000,0.12,INR,India,0.32,High,0.08,AI Governance
CG000600,G06,Senior Manager,Regulatory Risk,Asia Emerging,52000,79000,105000,0.18,INR,India,0.32,High,0.08,AI Governance
CG000601,G07,Director,Regulatory Risk,Asia Emerging,65000,120000,170000,0.25,INR,India,0.32,High,0.08,AI Governance
CG000602,G08,Partner,Regulatory Risk,Asia Emerging,105000,260000,415000,0.4,INR,India,0.32,High,0.08,AI Governance
CG000603,G09,Executive,Regulatory Risk,Asia Emerging,165000,415000,665000,0.5,INR,India,0.32,High,0.08,AI Governance
CG000604,G01,Intern,Mergers and Acquisitions,Asia Emerging,7000,10000,12000,0.0,INR,India,0.32,Low,0.03,AI User
CG000605,G02,Analyst,Mergers and Acquisitions,Asia Emerging,16000,21000,27000,0.03,INR,India,0.32,Low,0.03,AI User
CG000606,G03,Consultant,Mergers and Acquisitions,Asia Emerging,21000,30000,39000,0.05,INR,India,0.32,Low,0.03,AI User
CG000607,G04,Senior Consultant,Mergers and Acquisitions,Asia Emerging,28000,40000,51000,0.08,INR,India,0.32,Low,0.03,AI User
CG000608,G05,Manager,Mergers and Acquisitions,Asia Emerging,35000,54000,73000,0.12,INR,India,0.32,Low,0.03,AI User
CG000609,G06,Senior Manager,Mergers and Acquisitions,Asia Emerging,49000,76000,100000,0.18,INR,India,0.32,Low,0.03,AI User
CG000610,G07,Director,Mergers and Acquisitions,Asia Emerging,62000,110000,160000,0.25,INR,India,0.32,Low,0.03,AI User
CG000611,G08,Partner,Mergers and Acquisitions,Asia Emerging,99000,245000,395000,0.4,INR,India,0.32,Low,0.03,AI User
CG000612,G09,Executive,Mergers and Acquisitions,Asia Emerging,160000,395000,635000,0.5,INR,India,0.32,Low,0.03,AI User
CG000613,G01,Intern,Finance,Asia Emerging,7000,10000,12000,0.0,INR,India,0.32,Low,0.03,AI User
CG000614,G02,Analyst,Finance,Asia Emerging,16000,21000,27000,0.03,INR,India,0.32,Low,0.03,AI User
CG000615,G03,Consultant,Finance,Asia Emerging,21000,30000,39000,0.05,INR,India,0.32,Low,0.03,AI User
CG000616,G04,Senior Consultant,Finance,Asia Emerging,28000,40000,51000,0.08,INR,India,0.32,Low,0.03,AI User
CG000617,G05,Manager,Finance,Asia Emerging,35000,54000,73000,0.12,INR,India,0.32,Low,0.03,AI User
CG000618,G06,Senior Manager,Finance,Asia Emerging,49000,76000,100000,0.18,INR,India,0.32,Low,0.03,AI User
CG000619,G07,Director,Finance,Asia Emerging,62000,110000,160000,0.25,INR,India,0.32,Low,0.03,AI User
CG000620,G08,Partner,Finance,Asia Emerging,99000,245000,395000,0.4,INR,India,0.32,Low,0.03,AI User
CG000621,G09,Executive,Finance,Asia Emerging,160000,395000,635000,0.5,INR,India,0.32,Low,0.03,AI User
CG000622,G01,Intern,Human Resources,Asia Emerging,7000,10000,12000,0.0,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000623,G02,Analyst,Human Resources,Asia Emerging,16000,21000,26000,0.03,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000624,G03,Consultant,Human Resources,Asia Emerging,20000,29000,37000,0.05,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000625,G04,Senior Consultant,Human Resources,Asia Emerging,27000,38000,50000,0.08,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000626,G05,Manager,Human Resources,Asia Emerging,34000,53000,71000,0.12,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000627,G06,Senior Manager,Human Resources,Asia Emerging,48000,73000,99000,0.18,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000628,G07,Director,Human Resources,Asia Emerging,60000,110000,155000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000629,G08,Partner,Human Resources,Asia Emerging,96000,240000,385000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000630,G09,Executive,Human Resources,Asia Emerging,155000,385000,615000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000631,G01,Intern,Information Technology,Asia Emerging,8000,10000,13000,0.0,INR,India,0.32,High,0.08,AI Builder
CG000632,G02,Analyst,Information Technology,Asia Emerging,17000,22000,28000,0.03,INR,India,0.32,High,0.08,AI Builder
CG000633,G03,Consultant,Information Technology,Asia Emerging,22000,31000,40000,0.05,INR,India,0.32,High,0.08,AI Builder
CG000634,G04,Senior Consultant,Information Technology,Asia Emerging,29000,41000,54000,0.08,INR,India,0.32,High,0.08,AI Builder
CG000635,G05,Manager,Information Technology,Asia Emerging,37000,57000,77000,0.12,INR,India,0.32,High,0.08,AI Builder
CG000636,G06,Senior Manager,Information Technology,Asia Emerging,52000,79000,105000,0.18,INR,India,0.32,High,0.08,AI Builder
CG000637,G07,Director,Information Technology,Asia Emerging,65000,120000,170000,0.25,INR,India,0.32,High,0.08,AI Builder
CG000638,G08,Partner,Information Technology,Asia Emerging,105000,260000,415000,0.4,INR,India,0.32,High,0.08,AI Builder
CG000639,G09,Executive,Information Technology,Asia Emerging,165000,415000,665000,0.5,INR,India,0.32,High,0.08,AI Builder
CG000640,G01,Intern,Legal,Asia Emerging,7000,10000,12000,0.0,INR,India,0.32,Medium,0.05,AI Governance
CG000641,G02,Analyst,Legal,Asia Emerging,16000,21000,26000,0.03,INR,India,0.32,Medium,0.05,AI Governance
CG000642,G03,Consultant,Legal,Asia Emerging,20000,29000,37000,0.05,INR,India,0.32,Medium,0.05,AI Governance
CG000643,G04,Senior Consultant,Legal,Asia Emerging,27000,38000,50000,0.08,INR,India,0.32,Medium,0.05,AI Governance
CG000644,G05,Manager,Legal,Asia Emerging,34000,53000,71000,0.12,INR,India,0.32,Medium,0.05,AI Governance
CG000645,G06,Senior Manager,Legal,Asia Emerging,48000,73000,99000,0.18,INR,India,0.32,Medium,0.05,AI Governance
CG000646,G07,Director,Legal,Asia Emerging,60000,110000,155000,0.25,INR,India,0.32,Medium,0.05,AI Governance
CG000647,G08,Partner,Legal,Asia Emerging,96000,240000,385000,0.4,INR,India,0.32,Medium,0.05,AI Governance
CG000648,G09,Executive,Legal,Asia Emerging,155000,385000,615000,0.5,INR,India,0.32,Medium,0.05,AI Governance
CG000649,G01,Intern,Marketing,Asia Emerging,7000,10000,12000,0.0,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000650,G02,Analyst,Marketing,Asia Emerging,16000,21000,26000,0.03,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000651,G03,Consultant,Marketing,Asia Emerging,20000,29000,37000,0.05,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000652,G04,Senior Consultant,Marketing,Asia Emerging,27000,38000,50000,0.08,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000653,G05,Manager,Marketing,Asia Emerging,34000,53000,71000,0.12,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000654,G06,Senior Manager,Marketing,Asia Emerging,48000,73000,99000,0.18,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000655,G07,Director,Marketing,Asia Emerging,60000,110000,155000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000656,G08,Partner,Marketing,Asia Emerging,96000,240000,385000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000657,G09,Executive,Marketing,Asia Emerging,155000,385000,615000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000658,G01,Intern,Data and Analytics,Asia Emerging,9000,12000,15000,0.0,INR,India,0.32,Critical,0.12,AI Builder
CG000659,G02,Analyst,Data and Analytics,Asia Emerging,19000,25000,31000,0.03,INR,India,0.32,Critical,0.12,AI Builder
CG000660,G03,Consultant,Data and Analytics,Asia Emerging,24000,35000,45000,0.05,INR,India,0.32,Critical,0.12,AI Builder
CG000661,G04,Senior Consultant,Data and Analytics,Asia Emerging,33000,46000,60000,0.08,INR,India,0.32,Critical,0.12,AI Builder
CG000662,G05,Manager,Data and Analytics,Asia Emerging,42000,64000,86000,0.12,INR,India,0.32,Critical,0.12,AI Builder
CG000663,G06,Senior Manager,Data and Analytics,Asia Emerging,58000,89000,120000,0.18,INR,India,0.32,Critical,0.12,AI Builder
CG000664,G07,Director,Data and Analytics,Asia Emerging,72000,130000,190000,0.25,INR,India,0.32,Critical,0.12,AI Builder
CG000665,G08,Partner,Data and Analytics,Asia Emerging,115000,290000,465000,0.4,INR,India,0.32,Critical,0.12,AI Builder
CG000666,G09,Executive,Data and Analytics,Asia Emerging,185000,465000,745000,0.5,INR,India,0.32,Critical,0.12,AI Builder
CG000667,G01,Intern,Operations,Asia Emerging,8000,10000,13000,0.0,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000668,G02,Analyst,Operations,Asia Emerging,16000,22000,27000,0.03,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000669,G03,Consultant,Operations,Asia Emerging,21000,30000,39000,0.05,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000670,G04,Senior Consultant,Operations,Asia Emerging,28000,40000,52000,0.08,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000671,G05,Manager,Operations,Asia Emerging,36000,55000,75000,0.12,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000672,G06,Senior Manager,Operations,Asia Emerging,50000,77000,105000,0.18,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000673,G07,Director,Operations,Asia Emerging,63000,115000,165000,0.25,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000674,G08,Partner,Operations,Asia Emerging,100000,250000,405000,0.4,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000675,G09,Executive,Operations,Asia Emerging,160000,405000,645000,0.5,INR,India,0.32,Medium,0.05,AI-Augmented Professional
CG000676,G01,Intern,Audit Assurance,Asia Premium,17000,23000,28000,0.0,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000677,G02,Analyst,Audit Assurance,Asia Premium,37000,49000,61000,0.03,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000678,G03,Consultant,Audit Assurance,Asia Premium,48000,68000,88000,0.05,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000679,G04,Senior Consultant,Audit Assurance,Asia Premium,64000,91000,120000,0.08,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000680,G05,Manager,Audit Assurance,Asia Premium,81000,125000,170000,0.12,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000681,G06,Senior Manager,Audit Assurance,Asia Premium,115000,175000,235000,0.18,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000682,G07,Director,Audit Assurance,Asia Premium,140000,255000,375000,0.25,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000683,G08,Partner,Audit Assurance,Asia Premium,225000,565000,905000,0.4,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000684,G09,Executive,Audit Assurance,Asia Premium,365000,905000,1450000,0.5,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000685,G01,Intern,Corporate Tax,Asia Premium,17000,23000,28000,0.0,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000686,G02,Analyst,Corporate Tax,Asia Premium,37000,49000,61000,0.03,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000687,G03,Consultant,Corporate Tax,Asia Premium,48000,68000,88000,0.05,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000688,G04,Senior Consultant,Corporate Tax,Asia Premium,64000,91000,120000,0.08,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000689,G05,Manager,Corporate Tax,Asia Premium,81000,125000,170000,0.12,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000690,G06,Senior Manager,Corporate Tax,Asia Premium,115000,175000,235000,0.18,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000691,G07,Director,Corporate Tax,Asia Premium,140000,255000,375000,0.25,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000692,G08,Partner,Corporate Tax,Asia Premium,225000,565000,905000,0.4,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000693,G09,Executive,Corporate Tax,Asia Premium,365000,905000,1450000,0.5,JPY,Japan,0.72,Medium,0.05,AI-Augmented Professional
CG000694,G01,Intern,Technology Consulting,Asia Premium,19000,25000,31000,0.0,JPY,Japan,0.72,High,0.08,AI Product / Transformation
CG000695,G02,Analyst,Technology Consulting,Asia Premium,41000,55000,68000,0.03,JPY,Japan,0.72,High,0.08,AI Product / Transformation
CG000696,G03,Consultant,Technology Consulting,Asia Premium,53000,76000,98000,0.05,JPY,Japan,0.72,High,0.08,AI Product / Transformation
CG000697,G04,Senior Consultant,Technology Consulting,Asia Premium,71000,100000,130000,0.08,JPY,Japan,0.72,High,0.08,AI Product / Transformation
CG000698,G05,Manager,Technology Consulting,Asia Premium,90000,140000,185000,0.12,JPY,Japan,0.72,High,0.08,AI Product / Transformation
